map_seed,m,n,method,variant,rollout,success,steps,total_distance,max_distance,jain,obs_collisions,revealed,per_robot_distances
10003,20,5,ppo,seed0,3,True,98,249,62,0.9803304609060005,61,0.425,"[53, 62, 46, 46, 42]"
10003,20,5,ppo,seed0,4,True,197,478,115,0.9566404287389048,215,0.45,"[107, 107, 58, 115, 91]"
10003,20,5,ppo,seed1,0,True,154,403,91,0.9649110299141491,112,0.5125,"[50, 87, 91, 87, 88]"
10003,20,5,ppo,seed1,1,True,33,111,24,0.9924285138944825,8,0.3675,"[21, 24, 23, 19, 24]"
10003,20,5,ppo,seed1,2,True,53,184,43,0.9821874093414563,4,0.415,"[43, 30, 39, 40, 32]"
10003,20,5,ppo,seed1,3,True,107,226,52,0.9881214935190559,56,0.3825,"[48, 52, 39, 47, 40]"
10003,20,5,ppo,seed1,4,True,126,294,68,0.9814465765868059,97,0.435,"[50, 67, 60, 68, 49]"
10003,20,5,ppo,seed2,0,True,113,291,68,0.9385536159600998,90,0.4375,"[29, 66, 68, 60, 68]"
10003,20,5,ppo,seed2,1,True,39,134,30,0.9920441988950276,14,0.355,"[28, 24, 30, 24, 28]"
10003,20,5,ppo,seed2,2,True,30,103,24,0.9737494263423588,4,0.36,"[24, 21, 24, 19, 15]"
10003,20,5,ppo,seed2,3,True,52,160,38,0.979716800612323,36,0.4225,"[25, 38, 31, 36, 30]"
10003,20,5,ppo,seed2,4,True,97,223,52,0.9905188726222488,71,0.38,"[42, 40, 52, 47, 42]"
10003,20,5,frontier,danger,0,True,16,58,16,0.942296918767507,0,0.295,"[16, 14, 9, 10, 9]"
10003,20,5,frontier,no_danger,0,False,300,63,15,0.9885429638854296,0,0.2925,"[15, 13, 12, 11, 12]"
10004,20,2,ppo,seed0,0,True,13,17,9,0.996551724137931,4,0.1425,"[8, 9]"
10004,20,2,ppo,seed0,1,True,10,16,8,1.0,0,0.1375,"[8, 8]"
10004,20,2,ppo,seed0,2,True,11,18,10,0.9878048780487805,2,0.15,"[8, 10]"
10004,20,2,ppo,seed0,3,True,10,12,9,0.8,2,0.12,"[3, 9]"
10004,20,2,ppo,seed0,4,True,9,13,8,0.949438202247191,3,0.1275,"[5, 8]"
10004,20,2,ppo,seed1,0,True,9,16,8,1.0,0,0.13,"[8, 8]"
10004,20,2,ppo,seed1,1,True,14,24,12,1.0,0,0.1525,"[12, 12]"
10004,20,2,ppo,seed1,2,True,9,16,8,1.0,0,0.135,"[8, 8]"
10004,20,2,ppo,seed1,3,True,11,14,10,0.8448275862068966,1,0.13,"[4, 10]"
10004,20,2,ppo,seed1,4,True,8,13,7,0.9941176470588236,1,0.1225,"[6, 7]"
10004,20,2,ppo,seed2,0,True,12,13,7,0.9941176470588236,5,0.125,"[6, 7]"
10004,20,2,ppo,seed2,1,True,14,23,12,0.9981132075471698,0,0.1525,"[11, 12]"
10004,20,2,ppo,seed2,2,True,10,16,9,0.9846153846153847,2,0.1375,"[7, 9]"
10004,20,2,ppo,seed2,3,True,10,12,9,0.8,2,0.12,"[3, 9]"
10004,20,2,ppo,seed2,4,True,11,16,9,0.9846153846153847,3,0.1275,"[7, 9]"
10004,20,2,frontier,danger,0,False,300,300,300,0.5,0,0.42,"[0, 300]"
10004,20,2,frontier,no_danger,0,True,7,14,7,1.0,0,0.125,"[7, 7]"
10004,20,3,ppo,seed0,0,True,21,33,15,0.937984496124031,12,0.205,"[15, 9, 9]"
10004,20,3,ppo,seed0,1,True,139,141,60,0.9385356181843931,112,0.285,"[60, 50, 31]"
10004,20,3,ppo,seed0,2,True,29,53,21,0.9804537521815009,9,0.235,"[21, 15, 17]"
10004,20,3,ppo,seed0,3,True,16,27,14,0.8293515358361775,1,0.185,"[9, 4, 14]"
10004,20,3,ppo,seed0,4,True,60,85,34,0.9374594524458285,31,0.255,"[34, 33, 18]"
10004,20,3,ppo,seed1,0,True,36,57,25,0.9123841617523167,21,0.2475,"[25, 21, 11]"
10004,20,3,ppo,seed1,1,True,42,81,31,0.989145183175034,12,0.22,"[25, 31, 25]"
10004,20,3,ppo,seed1,2,True,80,135,56,0.9647451167222487,37,0.275,"[44, 56, 35]"
10004,20,3,ppo,seed1,3,True,43,68,31,0.9141953341241598,20,0.2,"[23, 31, 14]"
10004,20,3,ppo,seed1,4,True,64,101,47,0.837726862117106,44,0.2475,"[41, 47, 13]"
10004,20,3,ppo,seed2,0,True,22,38,14,0.99039780521262,9,0.2175,"[13, 11, 14]"
10004,20,3,ppo,seed2,1,True,77,95,37,0.980232431845335,29,0.2325,"[37, 32, 26]"
10004,20,3,ppo,seed2,2,True,56,91,35,0.9819755721570023,21,0.25,"[31, 35, 25]"
10004,20,3,ppo,seed2,3,True,17,36,14,0.9863013698630136,2,0.205,"[11, 11, 14]"
10004,20,3,ppo,seed2,4,True,67,115,47,0.925537126460914,33,0.285,"[45, 47, 23]"
10004,20,3,frontier,danger,0,True,11,33,11,1.0,0,0.1975,"[11, 11, 11]"
10004,20,3,frontier,no_danger,0,True,10,28,10,0.9974554707379135,0,0.18,"[9, 9, 10]"
10004,20,4,ppo,seed0,0,True,41,106,32,0.9814814814814815,5,0.315,"[27, 32, 22, 25]"
10004,20,4,ppo,seed0,1,True,17,44,12,0.9918032786885246,3,0.25,"[10, 12, 10, 12]"
10004,20,4,ppo,seed0,2,True,274,469,139,0.9432451671555259,191,0.38,"[135, 139, 68, 127]"
10004,20,4,ppo,seed0,3,True,31,66,18,0.9918032786885246,5,0.2525,"[17, 17, 14, 18]"
10004,20,4,ppo,seed0,4,True,52,122,34,0.9786954234613361,9,0.315,"[23, 34, 31, 34]"
10004,20,4,ppo,seed1,0,True,75,148,53,0.8758797184900832,47,0.3125,"[53, 15, 37, 43]"
10004,20,4,ppo,seed1,1,True,70,132,42,0.9490196078431372,34,0.32,"[33, 21, 36, 42]"
10004,20,4,ppo,seed1,2,True,114,206,64,0.9745544736358626,45,0.3475,"[45, 43, 54, 64]"
10004,20,4,ppo,seed1,3,True,169,263,83,0.941792386035619,85,0.3375,"[44, 56, 80, 83]"
10004,20,4,ppo,seed1,4,True,133,258,75,0.9569292696952272,74,0.4125,"[72, 41, 70, 75]"
10004,20,4,ppo,seed2,0,True,98,211,65,0.9471747085354438,44,0.365,"[63, 34, 65, 49]"
10004,20,4,ppo,seed2,1,True,157,325,105,0.9485344301160242,112,0.3725,"[78, 53, 105, 89]"
10004,20,4,ppo,seed2,2,True,226,396,120,0.9797081167532987,162,0.325,"[84, 120, 88, 104]"
10004,20,4,ppo,seed2,3,True,53,116,37,0.9476056338028169,25,0.3075,"[34, 20, 37, 25]"
10004,20,4,ppo,seed2,4,True,112,247,82,0.931093950308284,78,0.3775,"[60, 36, 82, 69]"
10004,20,4,frontier,danger,0,True,14,48,14,0.9829351535836177,0,0.3025,"[13, 11, 10, 14]"
10004,20,4,frontier,no_danger,0,True,11,43,11,0.9983801295896328,0,0.28,"[11, 11, 10, 11]"
10004,20,5,ppo,seed0,0,True,104,289,73,0.9631666954967422,42,0.44,"[60, 73, 61, 38, 57]"
10004,20,5,ppo,seed0,1,True,93,273,65,0.9607347728005157,32,0.4725,"[61, 65, 62, 35, 50]"
10004,20,5,ppo,seed0,2,True,35,110,26,0.9861450692746536,6,0.36,"[21, 26, 18, 23, 22]"
10004,20,5,ppo,seed0,3,True,98,271,66,0.9569483353964428,42,0.4475,"[66, 60, 52, 33, 60]"
10004,20,5,ppo,seed0,4,True,41,124,28,0.979987253027406,9,0.35,"[28, 27, 21, 28, 20]"
10004,20,5,ppo,seed1,0,True,90,243,59,0.9391491053677933,70,0.3775,"[58, 59, 52, 25, 49]"
10004,20,5,ppo,seed1,1,True,133,357,90,0.9308622137822736,97,0.41,"[84, 79, 90, 35, 69]"
10004,20,5,ppo,seed1,2,True,148,381,96,0.8931610521458238,107,0.475,"[96, 82, 96, 25, 82]"
10004,20,5,ppo,seed1,3,True,122,327,74,0.9900374982639693,61,0.4675,"[55, 66, 74, 70, 62]"
10004,20,5,ppo,seed1,4,True,36,126,27,0.9972361809045226,6,0.385,"[27, 25, 26, 23, 25]"
10004,20,5,ppo,seed2,0,False,300,716,189,0.8356523440046946,301,0.41,"[189, 19, 183, 150, 175]"
10004,20,5,ppo,seed2,1,True,90,240,62,0.9486166007905138,59,0.4775,"[56, 42, 50, 30, 62]"
10004,20,5,ppo,seed2,2,True,23,80,20,0.9800918836140888,7,0.3375,"[17, 20, 14, 14, 15]"
10004,20,5,ppo,seed2,3,True,47,145,31,0.9962094290452499,8,0.435,"[31, 29, 31, 27, 27]"
10004,20,5,ppo,seed2,4,True,100,270,69,0.9672283401884039,64,0.435,"[57, 69, 54, 38, 52]"
10004,20,5,frontier,danger,0,True,12,50,12,0.9881422924901185,0,0.2725,"[9, 12, 10, 9, 10]"
10004,20,5,frontier,no_danger,0,False,300,45,12,0.9665871121718377,0,0.2525,"[8, 12, 9, 7, 9]"
10005,20,2,ppo,seed0,0,True,57,47,26,0.9888093106535363,15,0.1875,"[26, 21]"
10005,20,2,ppo,seed0,1,True,12,18,11,0.9529411764705882,1,0.1375,"[7, 11]"
10005,20,2,ppo,seed0,2,True,113,97,50,0.9990443830961988,80,0.2025,"[50, 47]"
10005,20,2,ppo,seed0,3,True,60,60,33,0.9900990099009901,26,0.1825,"[33, 27]"
10005,20,2,ppo,seed0,4,True,21,28,18,0.9245283018867925,5,0.18,"[10, 18]"
10005,20,2,ppo,seed1,0,True,66,63,34,0.9937406109163746,26,0.2275,"[34, 29]"
10005,20,2,ppo,seed1,1,True,218,197,104,0.9968918571795531,69,0.23,"[104, 93]"
10005,20,2,ppo,seed1,2,True,63,85,44,0.998755875034559,7,0.165,"[44, 41]"
10005,20,2,ppo,seed1,3,True,27,39,21,0.9941176470588236,7,0.15,"[21, 18]"
10005,20,2,ppo,seed1,4,True,13,20,10,1.0,3,0.1625,"[10, 10]"
10005,20,2,ppo,seed2,0,True,20,25,13,0.9984025559105432,4,0.17,"[13, 12]"
10005,20,2,ppo,seed2,1,True,17,26,16,0.949438202247191,0,0.1475,"[10, 16]"
10005,20,2,ppo,seed2,2,True,59,65,35,0.9941176470588236,21,0.2,"[35, 30]"
10005,20,2,ppo,seed2,3,True,9,16,9,0.9846153846153847,0,0.1425,"[7, 9]"
10005,20,2,ppo,seed2,4,True,16,19,12,0.9352331606217616,5,0.1675,"[7, 12]"
10005,20,2,frontier,danger,0,True,17,34,17,1.0,0,0.2075,"[17, 17]"
10005,20,2,frontier,no_danger,0,True,7,14,7,1.0,0,0.135,"[7, 7]"
10005,20,3,ppo,seed0,0,True,67,84,32,0.9824561403508771,29,0.245,"[29, 23, 32]"
10005,20,3,ppo,seed0,1,True,52,84,34,0.9743164871582436,20,0.255,"[27, 34, 23]"
10005,20,3,ppo,seed0,2,True,109,158,60,0.989456995640111,53,0.2475,"[51, 47, 60]"
10005,20,3,ppo,seed0,3,True,13,25,9,0.9873617693522907,1,0.2175,"[9, 7, 9]"
10005,20,3,ppo,seed0,4,True,47,78,30,0.9873417721518988,15,0.265,"[23, 30, 25]"
10005,20,3,ppo,seed1,0,True,87,104,46,0.9183222958057395,35,0.2675,"[21, 46, 37]"
10005,20,3,ppo,seed1,1,True,128,191,77,0.9443452149827859,59,0.26,"[42, 77, 72]"
10005,20,3,ppo,seed1,2,True,150,169,79,0.9137473206001856,126,0.2475,"[53, 37, 79]"
10005,20,3,ppo,seed1,3,True,118,124,46,0.9902112313240597,77,0.255,"[42, 36, 46]"
10005,20,3,ppo,seed1,4,True,36,60,25,0.966183574879227,10,0.2575,"[16, 25, 19]"
10005,20,3,ppo,seed2,0,True,51,80,29,0.9940975458216837,35,0.2575,"[29, 24, 27]"
10005,20,3,ppo,seed2,1,True,49,82,30,0.9943803608399882,19,0.255,"[25, 27, 30]"
10005,20,3,ppo,seed2,2,True,21,44,16,0.9928205128205129,7,0.2125,"[13, 16, 15]"
10005,20,3,ppo,seed2,3,True,58,98,38,0.984419844198442,24,0.2625,"[28, 32, 38]"
10005,20,3,ppo,seed2,4,True,80,109,38,0.9988230348886087,61,0.2875,"[36, 35, 38]"
10005,20,3,frontier,danger,0,True,20,58,20,0.9976275207591934,0,0.3,"[20, 18, 20]"
10005,20,3,frontier,no_danger,0,False,300,28,10,0.9974554707379135,0,0.2225,"[9, 9, 10]"
10005,20,4,ppo,seed0,0,True,28,73,20,0.9934750186428039,8,0.3225,"[18, 20, 19, 16]"
10005,20,4,ppo,seed0,1,True,67,150,47,0.9715025906735751,32,0.3675,"[29, 47, 38, 36]"
10005,20,4,ppo,seed0,2,True,103,211,63,0.9857629970773182,58,0.375,"[53, 48, 63, 47]"
10005,20,4,ppo,seed0,3,True,114,214,67,0.9387504099704821,70,0.3775,"[55, 67, 61, 31]"
10005,20,4,ppo,seed0,4,True,22,61,20,0.898792270531401,15,0.3025,"[15, 19, 20, 7]"
10005,20,4,ppo,seed1,0,True,18,53,16,0.973994452149792,1,0.3025,"[13, 10, 14, 16]"
10005,20,4,ppo,seed1,1,True,218,407,113,0.9906525847427218,97,0.4025,"[109, 113, 97, 88]"
10005,20,4,ppo,seed1,2,True,149,271,101,0.8475395836218437,140,0.425,"[91, 45, 101, 34]"
10005,20,4,ppo,seed1,3,True,159,302,84,0.9907447640566611,89,0.415,"[84, 66, 81, 71]"
10005,20,4,ppo,seed1,4,True,14,46,14,0.9796296296296296,0,0.3075,"[10, 10, 14, 12]"
10005,20,4,ppo,seed2,0,True,23,65,19,0.9899250234301781,5,0.3275,"[16, 15, 19, 15]"
10005,20,4,ppo,seed2,1,True,143,300,88,0.9772411396803335,73,0.3825,"[88, 84, 68, 60]"
10005,20,4,ppo,seed2,2,True,43,103,34,0.9111130195809001,26,0.3575,"[34, 25, 31, 13]"
10005,20,4,ppo,seed2,3,True,101,199,67,0.9379677877783041,61,0.335,"[57, 67, 36, 39]"
10005,20,4,ppo,seed2,4,True,184,316,89,0.9793644566496665,72,0.3775,"[80, 87, 89, 60]"
10005,20,4,frontier,danger,0,True,20,65,20,0.9490116801437556,0,0.37,"[12, 13, 20, 20]"
10005,20,4,frontier,no_danger,0,True,12,44,12,0.9918032786885246,0,0.295,"[10, 10, 12, 12]"
10005,20,5,ppo,seed0,0,True,25,82,20,0.9816058394160584,7,0.3275,"[20, 17, 14, 17, 14]"
10005,20,5,ppo,seed0,1,False,300,636,145,0.987105276001757,190,0.4075,"[145, 139, 103, 125, 124]"
10005,20,5,ppo,seed0,2,True,21,77,18,0.9840663900414938,2,0.315,"[18, 16, 15, 16, 12]"
10005,20,5,ppo,seed0,3,True,27,91,24,0.9469411092052602,2,0.33,"[24, 18, 14, 13, 22]"
10005,20,5,ppo,seed0,4,True,86,254,55,0.995003084515731,18,0.4,"[53, 55, 47, 53, 46]"
10005,20,5,ppo,seed1,0,True,151,358,81,0.9787994501298305,126,0.415,"[67, 53, 81, 77, 80]"
10005,20,5,ppo,seed1,1,True,48,132,30,0.9783267827063448,19,0.3525,"[28, 19, 29, 30, 26]"
10005,20,5,ppo,seed1,2,True,65,195,45,0.9763769418410579,20,0.4125,"[38, 28, 45, 44, 40]"
10005,20,5,ppo,seed1,3,True,223,389,101,0.9424869982249073,134,0.385,"[86, 55, 55, 101, 92]"
10005,20,5,ppo,seed1,4,True,81,201,53,0.961585148161371,53,0.3775,"[45, 35, 30, 38, 53]"
10005,20,5,ppo,seed2,0,True,40,124,29,0.9719342604298357,9,0.3575,"[29, 27, 24, 27, 17]"
10005,20,5,ppo,seed2,1,True,119,301,84,0.9472633174760834,85,0.4025,"[84, 44, 53, 68, 52]"
10005,20,5,ppo,seed2,2,True,43,145,31,0.9985751602944669,6,0.3375,"[29, 28, 29, 31, 28]"
10005,20,5,ppo,seed2,3,True,40,130,30,0.986573263280794,1,0.3325,"[30, 25, 22, 24, 29]"
10005,20,5,ppo,seed2,4,True,22,82,18,0.9961481481481481,1,0.325,"[18, 15, 16, 17, 16]"
10005,20,5,frontier,danger,0,True,23,87,23,0.9672843450479234,0,0.38,"[19, 23, 15, 15, 15]"
10005,20,5,frontier,no_danger,0,False,300,53,15,0.9538200339558573,0,0.31,"[15, 11, 9, 9, 9]"
10000,25,5,ppo,seed0,0,True,30,92,21,0.9830429732868757,2,0.1856,"[21, 20, 18, 19, 14]"
10000,25,5,ppo,seed0,1,True,40,137,31,0.9891436100131752,0,0.2048,"[30, 27, 26, 31, 23]"
10000,25,5,ppo,seed0,2,True,11,41,9,0.9801749271137026,2,0.1664,"[9, 9, 6, 9, 8]"
10000,25,5,ppo,seed0,3,True,23,92,21,0.9922626025791325,0,0.184,"[21, 18, 16, 19, 18]"
10000,25,5,ppo,seed0,4,True,35,123,26,0.9969686985172982,6,0.2144,"[22, 25, 25, 26, 25]"
10000,25,5,ppo,seed1,0,True,21,60,15,0.975609756097561,0,0.1744,"[10, 15, 13, 12, 10]"
10000,25,5,ppo,seed1,1,True,40,115,27,0.9902658180456758,0,0.1856,"[27, 22, 21, 21, 24]"
10000,25,5,ppo,seed1,2,True,45,157,35,0.9909145728643216,0,0.2,"[29, 32, 34, 27, 35]"
10000,25,5,ppo,seed1,3,True,20,71,15,0.9972304648862512,0,0.176,"[15, 15, 13, 14, 14]"
10000,25,5,ppo,seed1,4,True,81,264,61,0.9902813299232737,0,0.2096,"[55, 45, 61, 51, 52]"
10000,25,5,ppo,seed2,0,True,19,58,13,0.9865102639296187,0,0.1648,"[9, 12, 13, 12, 12]"
10000,25,5,ppo,seed2,1,True,53,176,44,0.9762369996848408,0,0.2064,"[36, 33, 27, 44, 36]"
10000,25,5,ppo,seed2,2,True,29,103,23,0.9845939675174014,2,0.2064,"[16, 20, 23, 21, 23]"
10000,25,5,ppo,seed2,3,True,85,269,61,0.9917220585212088,7,0.2432,"[54, 46, 52, 61, 56]"
10000,25,5,ppo,seed2,4,True,15,56,14,0.9769470404984424,0,0.1696,"[11, 9, 14, 12, 10]"
10000,25,5,frontier,danger,0,False,300,45,13,0.9142212189616253,0,0.176,"[13, 5, 7, 10, 10]"
10000,25,5,frontier,no_danger,0,False,300,40,12,0.8938547486033519,0,0.1616,"[12, 4, 6, 9, 9]"
10001,25,5,ppo,seed0,0,True,31,104,30,0.9364502164502164,3,0.2032,"[19, 18, 23, 30, 14]"
10001,25,5,ppo,seed0,1,True,41,132,31,0.9777777777777777,2,0.2064,"[27, 28, 27, 31, 19]"
10001,25,5,ppo,seed0,2,True,47,175,37,0.9983700081499592,1,0.216,"[33, 37, 36, 35, 34]"
10001,25,5,ppo,seed0,3,True,45,145,33,0.9845469445094825,2,0.2192,"[26, 29, 33, 33, 24]"
10001,25,5,ppo,seed0,4,True,33,108,25,0.9679668049792531,2,0.1904,"[22, 25, 24, 23, 14]"
10001,25,5,ppo,seed1,0,True,42,145,36,0.972704140643072,4,0.2144,"[24, 23, 31, 36, 31]"
10001,25,5,ppo,seed1,1,True,142,391,87,0.9835686943095184,4,0.216,"[87, 80, 86, 79, 59]"
10001,25,5,ppo,seed1,2,True,92,284,65,0.9742239400893827,48,0.3072,"[65, 50, 65, 42, 62]"
10001,25,5,ppo,seed1,3,True,28,93,24,0.9583379501385042,1,0.2208,"[18, 20, 19, 24, 12]"
10001,25,5,ppo,seed1,4,True,27,91,21,0.9771091445427729,1,0.2064,"[20, 21, 19, 18, 13]"
10001,25,5,ppo,seed2,0,True,55,174,37,0.9969048403029305,12,0.24,"[33, 36, 36, 37, 32]"
10001,25,5,ppo,seed2,1,True,31,92,23,0.9607264472190692,3,0.2016,"[13, 18, 23, 22, 16]"
10001,25,5,ppo,seed2,2,True,132,346,77,0.9888163872140084,36,0.3152,"[63, 77, 58, 74, 74]"
10001,25,5,ppo,seed2,3,True,82,255,61,0.9759849906191369,13,0.2672,"[42, 48, 60, 61, 44]"
10001,25,5,ppo,seed2,4,True,130,345,79,0.9848578875511977,43,0.288,"[54, 79, 73, 73, 66]"
10001,25,5,frontier,danger,0,True,16,44,16,0.8238297872340425,0,0.1696,"[8, 5, 10, 16, 5]"
10001,25,5,frontier,no_danger,0,True,15,30,15,0.5882352941176471,0,0.1584,"[3, 2, 8, 15, 2]"
