config,n,m,method,heuristic,train_seed,episode,sample,steps,per_robot_distances,worst_share_rho0,worst_share_rho0.25,worst_share_rho0.5,worst_share_rho0.75,worst_share_rho1,jainE_rho0,jainE_rho0.25,jainE_rho0.5,jainE_rho0.75,jainE_rho1
N2_M20,2,20,ppo,,0,0,0,34,"[26, 21]",1.1064,1.0718,1.0435,1.0199,1.0,0.9888,0.9949,0.9981,0.9996,1.0
N2_M20,2,20,ppo,,0,0,1,13,"[11, 10]",1.0476,1.0337,1.0213,1.0101,1.0,0.9977,0.9989,0.9995,0.9999,1.0
N2_M20,2,20,ppo,,0,0,2,11,"[11, 8]",1.1579,1.1139,1.0732,1.0353,1.0,0.9757,0.9872,0.9947,0.9988,1.0
N2_M20,2,20,ppo,,0,0,3,10,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,0,4,13,"[11, 9]",1.1,1.0698,1.0435,1.0204,1.0,0.9901,0.9952,0.9981,0.9996,1.0
N2_M20,2,20,ppo,,0,1,0,10,"[9, 10]",1.0526,1.039,1.0256,1.0127,1.0,0.9972,0.9985,0.9993,0.9998,1.0
N2_M20,2,20,ppo,,0,1,1,11,"[10, 10]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,1,2,11,"[9, 10]",1.0526,1.038,1.0244,1.0118,1.0,0.9972,0.9986,0.9994,0.9999,1.0
N2_M20,2,20,ppo,,0,1,3,15,"[14, 13]",1.037,1.027,1.0175,1.0085,1.0,0.9986,0.9993,0.9997,0.9999,1.0
N2_M20,2,20,ppo,,0,1,4,24,"[13, 19]",1.1875,1.125,1.075,1.0341,1.0,0.966,0.9846,0.9944,0.9988,1.0
N2_M20,2,20,ppo,,0,2,0,22,"[19, 15]",1.1176,1.0822,1.0513,1.0241,1.0,0.9863,0.9933,0.9974,0.9994,1.0
N2_M20,2,20,ppo,,0,2,1,91,"[30, 32]",1.0323,1.0163,1.0082,1.0033,1.0,0.999,0.9997,0.9999,1.0,1.0
N2_M20,2,20,ppo,,0,2,2,52,"[24, 36]",1.2,1.1268,1.0732,1.0323,1.0,0.9615,0.9842,0.9947,0.999,1.0
N2_M20,2,20,ppo,,0,2,3,31,"[28, 20]",1.1667,1.1165,1.0727,1.0342,1.0,0.973,0.9866,0.9947,0.9988,1.0
N2_M20,2,20,ppo,,0,2,4,205,"[70, 106]",1.2045,1.1151,1.0614,1.0256,1.0,0.9598,0.9869,0.9962,0.9993,1.0
N2_M20,2,20,ppo,,0,3,0,57,"[20, 43]",1.3651,1.2277,1.1299,1.0568,1.0,0.8824,0.9507,0.9834,0.9968,1.0
N2_M20,2,20,ppo,,0,3,1,22,"[10, 20]",1.3333,1.2239,1.1351,1.0617,1.0,0.9,0.9523,0.9821,0.9962,1.0
N2_M20,2,20,ppo,,0,3,2,19,"[15, 17]",1.0625,1.0448,1.0286,1.0137,1.0,0.9961,0.998,0.9992,0.9998,1.0
N2_M20,2,20,ppo,,0,3,3,11,"[10, 9]",1.0526,1.038,1.0244,1.0118,1.0,0.9972,0.9986,0.9994,0.9999,1.0
N2_M20,2,20,ppo,,0,3,4,13,"[9, 10]",1.0526,1.0361,1.0222,1.0103,1.0,0.9972,0.9987,0.9995,0.9999,1.0
N2_M20,2,20,ppo,,0,4,0,18,"[9, 11]",1.1,1.0625,1.0357,1.0156,1.0,0.9901,0.9961,0.9987,0.9998,1.0
N2_M20,2,20,ppo,,0,4,1,14,"[12, 12]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,4,2,11,"[8, 9]",1.0588,1.0411,1.0256,1.012,1.0,0.9966,0.9983,0.9993,0.9999,1.0
N2_M20,2,20,ppo,,0,4,3,13,"[6, 9]",1.2,1.1268,1.0732,1.0323,1.0,0.9615,0.9842,0.9947,0.999,1.0
N2_M20,2,20,ppo,,0,4,4,19,"[12, 13]",1.04,1.0265,1.0159,1.0072,1.0,0.9984,0.9993,0.9997,0.9999,1.0
N2_M20,2,20,ppo,,0,5,0,59,"[27, 25]",1.0385,1.0219,1.0118,1.0049,1.0,0.9985,0.9995,0.9999,1.0,1.0
N2_M20,2,20,ppo,,0,5,1,24,"[19, 17]",1.0556,1.0385,1.0238,1.0111,1.0,0.9969,0.9985,0.9994,0.9999,1.0
N2_M20,2,20,ppo,,0,5,2,15,"[10, 11]",1.0476,1.0323,1.0196,1.009,1.0,0.9977,0.999,0.9996,0.9999,1.0
N2_M20,2,20,ppo,,0,5,3,65,"[42, 24]",1.2727,1.1646,1.0918,1.0395,1.0,0.9308,0.9736,0.9916,0.9984,1.0
N2_M20,2,20,ppo,,0,5,4,24,"[14, 16]",1.0667,1.0435,1.0256,1.0115,1.0,0.9956,0.9981,0.9993,0.9999,1.0
N2_M20,2,20,ppo,,0,6,0,7,"[7, 4]",1.2727,1.1915,1.12,1.0566,1.0,0.9308,0.9646,0.9858,0.9968,1.0
N2_M20,2,20,ppo,,0,6,1,3,"[3, 3]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,6,2,8,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,6,3,5,"[5, 4]",1.1111,1.0811,1.0526,1.0256,1.0,0.9878,0.9935,0.9972,0.9993,1.0
N2_M20,2,20,ppo,,0,6,4,5,"[3, 5]",1.25,1.1765,1.1111,1.0526,1.0,0.9412,0.9698,0.9878,0.9972,1.0
N2_M20,2,20,ppo,,0,7,0,18,"[12, 13]",1.04,1.027,1.0164,1.0075,1.0,0.9984,0.9993,0.9997,0.9999,1.0
N2_M20,2,20,ppo,,0,7,1,6,"[6, 4]",1.2,1.1429,1.0909,1.0435,1.0,0.9615,0.98,0.9918,0.9981,1.0
N2_M20,2,20,ppo,,0,7,2,18,"[15, 9]",1.25,1.1667,1.1,1.0455,1.0,0.9412,0.973,0.9901,0.9979,1.0
N2_M20,2,20,ppo,,0,7,3,22,"[8, 11]",1.1579,1.0891,1.0476,1.0199,1.0,0.9757,0.9921,0.9977,0.9996,1.0
N2_M20,2,20,ppo,,0,7,4,6,"[6, 4]",1.2,1.1429,1.0909,1.0435,1.0,0.9615,0.98,0.9918,0.9981,1.0
N2_M20,2,20,ppo,,0,8,0,20,"[15, 11]",1.1538,1.1017,1.0606,1.0274,1.0,0.9769,0.9898,0.9963,0.9992,1.0
N2_M20,2,20,ppo,,0,8,1,26,"[12, 18]",1.2,1.1268,1.0732,1.0323,1.0,0.9615,0.9842,0.9947,0.999,1.0
N2_M20,2,20,ppo,,0,8,2,14,"[10, 8]",1.1111,1.0732,1.0435,1.0196,1.0,0.9878,0.9947,0.9981,0.9996,1.0
N2_M20,2,20,ppo,,0,8,3,9,"[8, 9]",1.0588,1.0435,1.0286,1.0141,1.0,0.9966,0.9981,0.9992,0.9998,1.0
N2_M20,2,20,ppo,,0,8,4,7,"[7, 7]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,9,0,15,"[11, 0]",2.0,1.5238,1.2683,1.1089,1.0,0.5,0.7847,0.9329,0.9883,1.0
N2_M20,2,20,ppo,,0,9,1,22,"[14, 11]",1.12,1.0756,1.0435,1.0191,1.0,0.9858,0.9943,0.9981,0.9996,1.0
N2_M20,2,20,ppo,,0,9,2,15,"[11, 11]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,9,3,4,"[4, 4]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,9,4,19,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,10,0,8,"[6, 2]",1.5,1.3,1.1667,1.0714,1.0,0.8,0.9174,0.973,0.9949,1.0
N2_M20,2,20,ppo,,0,10,1,4,"[4, 2]",1.3333,1.2308,1.1429,1.0667,1.0,0.9,0.9494,0.98,0.9956,1.0
N2_M20,2,20,ppo,,0,10,2,17,"[9, 7]",1.125,1.0732,1.04,1.0169,1.0,0.9846,0.9947,0.9984,0.9997,1.0
N2_M20,2,20,ppo,,0,10,3,12,"[5, 3]",1.25,1.125,1.0625,1.025,1.0,0.9412,0.9846,0.9961,0.9994,1.0
N2_M20,2,20,ppo,,0,10,4,9,"[6, 6]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,11,0,6,"[6, 6]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,11,1,5,"[3, 5]",1.25,1.1765,1.1111,1.0526,1.0,0.9412,0.9698,0.9878,0.9972,1.0
N2_M20,2,20,ppo,,0,11,2,3,"[3, 2]",1.2,1.1429,1.0909,1.0435,1.0,0.9615,0.98,0.9918,0.9981,1.0
N2_M20,2,20,ppo,,0,11,3,4,"[4, 4]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,11,4,3,"[3, 3]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,12,0,30,"[19, 15]",1.1176,1.0741,1.0426,1.0187,1.0,0.9863,0.9945,0.9982,0.9997,1.0
N2_M20,2,20,ppo,,0,12,1,35,"[25, 16]",1.2195,1.1399,1.0811,1.0359,1.0,0.954,0.9808,0.9935,0.9987,1.0
N2_M20,2,20,ppo,,0,12,2,39,"[29, 24]",1.0943,1.0633,1.0382,1.0174,1.0,0.9912,0.996,0.9985,0.9997,1.0
N2_M20,2,20,ppo,,0,12,3,19,"[17, 6]",1.4783,1.3084,1.1803,1.0803,1.0,0.8138,0.9131,0.9685,0.9936,1.0
N2_M20,2,20,ppo,,0,12,4,51,"[30, 24]",1.1111,1.0682,1.0385,1.0167,1.0,0.9878,0.9954,0.9985,0.9997,1.0
N2_M20,2,20,ppo,,0,13,0,28,"[20, 19]",1.0256,1.0173,1.0105,1.0048,1.0,0.9993,0.9997,0.9999,1.0,1.0
N2_M20,2,20,ppo,,0,13,1,78,"[42, 46]",1.0455,1.0286,1.0164,1.0072,1.0,0.9979,0.9992,0.9997,0.9999,1.0
N2_M20,2,20,ppo,,0,13,2,33,"[26, 28]",1.037,1.0263,1.0167,1.0079,1.0,0.9986,0.9993,0.9997,0.9999,1.0
N2_M20,2,20,ppo,,0,13,3,56,"[28, 27]",1.0182,1.0108,1.006,1.0026,1.0,0.9997,0.9999,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,13,4,30,"[23, 21]",1.0455,1.0312,1.0192,1.0089,1.0,0.9979,0.999,0.9996,0.9999,1.0
N2_M20,2,20,ppo,,0,14,0,18,"[6, 18]",1.5,1.3333,1.2,1.0909,1.0,0.8,0.9,0.9615,0.9918,1.0
N2_M20,2,20,ppo,,0,14,1,16,"[8, 14]",1.2727,1.1837,1.1111,1.0508,1.0,0.9308,0.9674,0.9878,0.9974,1.0
N2_M20,2,20,ppo,,0,14,2,8,"[6, 7]",1.0769,1.0545,1.0345,1.0164,1.0,0.9941,0.997,0.9988,0.9997,1.0
N2_M20,2,20,ppo,,0,14,3,11,"[8, 11]",1.1579,1.1139,1.0732,1.0353,1.0,0.9757,0.9872,0.9947,0.9988,1.0
N2_M20,2,20,ppo,,0,14,4,12,"[4, 11]",1.4667,1.3043,1.1795,1.0805,1.0,0.8212,0.9152,0.9688,0.9936,1.0
N2_M20,2,20,ppo,,0,15,0,38,"[18, 22]",1.1,1.0612,1.0345,1.0149,1.0,0.9901,0.9963,0.9988,0.9998,1.0
N2_M20,2,20,ppo,,0,15,1,14,"[6, 12]",1.3333,1.2195,1.1304,1.0588,1.0,0.9,0.954,0.9833,0.9966,1.0
N2_M20,2,20,ppo,,0,15,2,23,"[15, 14]",1.0345,1.0226,1.0133,1.006,1.0,0.9988,0.9995,0.9998,1.0,1.0
N2_M20,2,20,ppo,,0,15,3,31,"[19, 16]",1.0857,1.0539,1.0309,1.0136,1.0,0.9927,0.9971,0.999,0.9998,1.0
N2_M20,2,20,ppo,,0,15,4,37,"[16, 10]",1.2308,1.1184,1.06,1.0242,1.0,0.9494,0.9862,0.9964,0.9994,1.0
N2_M20,2,20,ppo,,0,16,0,8,"[7, 6]",1.0769,1.0545,1.0345,1.0164,1.0,0.9941,0.997,0.9988,0.9997,1.0
N2_M20,2,20,ppo,,0,16,1,6,"[6, 4]",1.2,1.1429,1.0909,1.0435,1.0,0.9615,0.98,0.9918,0.9981,1.0
N2_M20,2,20,ppo,,0,16,2,7,"[6, 6]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,16,3,7,"[6, 6]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,16,4,9,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,17,0,7,"[7, 6]",1.0769,1.0566,1.037,1.0182,1.0,0.9941,0.9968,0.9986,0.9997,1.0
N2_M20,2,20,ppo,,0,17,1,5,"[5, 5]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,17,2,8,"[7, 7]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,17,3,7,"[6, 5]",1.0909,1.0638,1.04,1.0189,1.0,0.9918,0.9959,0.9984,0.9996,1.0
N2_M20,2,20,ppo,,0,17,4,5,"[5, 5]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,18,0,5,"[5, 4]",1.1111,1.0811,1.0526,1.0256,1.0,0.9878,0.9935,0.9972,0.9993,1.0
N2_M20,2,20,ppo,,0,18,1,8,"[8, 4]",1.3333,1.2308,1.1429,1.0667,1.0,0.9,0.9494,0.98,0.9956,1.0
N2_M20,2,20,ppo,,0,18,2,5,"[4, 5]",1.1111,1.0811,1.0526,1.0256,1.0,0.9878,0.9935,0.9972,0.9993,1.0
N2_M20,2,20,ppo,,0,18,3,14,"[14, 9]",1.2174,1.1546,1.098,1.0467,1.0,0.9549,0.9766,0.9905,0.9978,1.0
N2_M20,2,20,ppo,,0,18,4,6,"[4, 6]",1.2,1.1429,1.0909,1.0435,1.0,0.9615,0.98,0.9918,0.9981,1.0
N2_M20,2,20,ppo,,0,19,0,1,"[0, 1]",2.0,1.6,1.3333,1.1429,1.0,0.5,0.7353,0.9,0.98,1.0
N2_M20,2,20,ppo,,0,19,1,6,"[5, 4]",1.1111,1.0769,1.0476,1.0222,1.0,0.9878,0.9941,0.9977,0.9995,1.0
N2_M20,2,20,ppo,,0,19,2,2,"[1, 1]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,19,3,2,"[2, 2]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,0,19,4,1,"[1, 1]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,0,0,15,"[9, 12]",1.1429,1.0968,1.0588,1.027,1.0,0.98,0.9907,0.9966,0.9993,1.0
N2_M20,2,20,ppo,,1,0,1,15,"[9, 12]",1.1429,1.0968,1.0588,1.027,1.0,0.98,0.9907,0.9966,0.9993,1.0
N2_M20,2,20,ppo,,1,0,2,11,"[11, 8]",1.1579,1.1139,1.0732,1.0353,1.0,0.9757,0.9872,0.9947,0.9988,1.0
N2_M20,2,20,ppo,,1,0,3,12,"[11, 9]",1.1,1.0714,1.0455,1.0217,1.0,0.9901,0.9949,0.9979,0.9995,1.0
N2_M20,2,20,ppo,,1,0,4,13,"[11, 9]",1.1,1.0698,1.0435,1.0204,1.0,0.9901,0.9952,0.9981,0.9996,1.0
N2_M20,2,20,ppo,,1,1,0,15,"[8, 14]",1.2727,1.1875,1.1154,1.0536,1.0,0.9308,0.966,0.9869,0.9971,1.0
N2_M20,2,20,ppo,,1,1,1,13,"[12, 11]",1.0435,1.0316,1.0204,1.0099,1.0,0.9981,0.999,0.9996,0.9999,1.0
N2_M20,2,20,ppo,,1,1,2,15,"[8, 13]",1.2381,1.1613,1.098,1.045,1.0,0.9464,0.9746,0.9905,0.998,1.0
N2_M20,2,20,ppo,,1,1,3,16,"[15, 10]",1.2,1.1402,1.0877,1.0413,1.0,0.9615,0.9807,0.9924,0.9983,1.0
N2_M20,2,20,ppo,,1,1,4,16,"[10, 13]",1.1304,1.0891,1.0545,1.0252,1.0,0.9833,0.9921,0.997,0.9994,1.0
N2_M20,2,20,ppo,,1,2,0,29,"[24, 17]",1.1707,1.116,1.0707,1.0326,1.0,0.9717,0.9867,0.995,0.9989,1.0
N2_M20,2,20,ppo,,1,2,1,56,"[22, 16]",1.1579,1.0796,1.04,1.016,1.0,0.9757,0.9937,0.9984,0.9997,1.0
N2_M20,2,20,ppo,,1,2,2,53,"[23, 38]",1.2459,1.1557,1.0898,1.0396,1.0,0.943,0.9763,0.992,0.9984,1.0
N2_M20,2,20,ppo,,1,2,3,28,"[27, 19]",1.1739,1.1237,1.0784,1.0374,1.0,0.9706,0.9849,0.9939,0.9986,1.0
N2_M20,2,20,ppo,,1,2,4,59,"[19, 31]",1.24,1.1343,1.0714,1.0297,1.0,0.9455,0.9823,0.9949,0.9991,1.0
N2_M20,2,20,ppo,,1,3,0,14,"[12, 12]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,3,1,11,"[11, 11]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,3,2,20,"[7, 18]",1.44,1.287,1.1692,1.0759,1.0,0.8378,0.9239,0.9722,0.9943,1.0
N2_M20,2,20,ppo,,1,3,3,11,"[10, 8]",1.1111,1.0789,1.05,1.0238,1.0,0.9878,0.9938,0.9975,0.9994,1.0
N2_M20,2,20,ppo,,1,3,4,13,"[10, 10]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,4,0,13,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,4,1,10,"[8, 9]",1.0588,1.0423,1.027,1.013,1.0,0.9966,0.9982,0.9993,0.9998,1.0
N2_M20,2,20,ppo,,1,4,2,11,"[9, 10]",1.0526,1.038,1.0244,1.0118,1.0,0.9972,0.9986,0.9994,0.9999,1.0
N2_M20,2,20,ppo,,1,4,3,10,"[3, 9]",1.5,1.3214,1.1875,1.0833,1.0,0.8,0.9064,0.966,0.9931,1.0
N2_M20,2,20,ppo,,1,4,4,8,"[5, 8]",1.2308,1.1636,1.1034,1.0492,1.0,0.9494,0.9739,0.9894,0.9976,1.0
N2_M20,2,20,ppo,,1,5,0,65,"[34, 28]",1.0968,1.057,1.0312,1.0133,1.0,0.9907,0.9968,0.999,0.9998,1.0
N2_M20,2,20,ppo,,1,5,1,32,"[19, 20]",1.0256,1.0166,1.0097,1.0043,1.0,0.9993,0.9997,0.9999,1.0,1.0
N2_M20,2,20,ppo,,1,5,2,126,"[75, 57]",1.1364,1.0833,1.0469,1.0203,1.0,0.9817,0.9931,0.9978,0.9996,1.0
N2_M20,2,20,ppo,,1,5,3,53,"[33, 27]",1.1,1.0629,1.0361,1.0159,1.0,0.9901,0.9961,0.9987,0.9997,1.0
N2_M20,2,20,ppo,,1,5,4,33,"[18, 24]",1.1429,1.0938,1.0556,1.025,1.0,0.98,0.9913,0.9969,0.9994,1.0
N2_M20,2,20,ppo,,1,6,0,7,"[7, 5]",1.1667,1.12,1.0769,1.037,1.0,0.973,0.9858,0.9941,0.9986,1.0
N2_M20,2,20,ppo,,1,6,1,3,"[3, 3]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,6,2,8,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,6,3,5,"[5, 4]",1.1111,1.0811,1.0526,1.0256,1.0,0.9878,0.9935,0.9972,0.9993,1.0
N2_M20,2,20,ppo,,1,6,4,5,"[4, 5]",1.1111,1.0811,1.0526,1.0256,1.0,0.9878,0.9935,0.9972,0.9993,1.0
N2_M20,2,20,ppo,,1,7,0,8,"[7, 4]",1.2727,1.1837,1.1111,1.0508,1.0,0.9308,0.9674,0.9878,0.9974,1.0
N2_M20,2,20,ppo,,1,7,1,21,"[10, 15]",1.2,1.1282,1.0746,1.0331,1.0,0.9615,0.9838,0.9945,0.9989,1.0
N2_M20,2,20,ppo,,1,7,2,10,"[10, 3]",1.5385,1.3559,1.2121,1.0959,1.0,0.7752,0.8876,0.9569,0.9909,1.0
N2_M20,2,20,ppo,,1,7,3,10,"[9, 5]",1.2857,1.1935,1.1176,1.0541,1.0,0.9245,0.9639,0.9863,0.9971,1.0
N2_M20,2,20,ppo,,1,7,4,6,"[6, 3]",1.3333,1.2308,1.1429,1.0667,1.0,0.9,0.9494,0.98,0.9956,1.0
N2_M20,2,20,ppo,,1,8,0,25,"[19, 11]",1.2667,1.1714,1.1,1.0444,1.0,0.9336,0.9715,0.9901,0.998,1.0
N2_M20,2,20,ppo,,1,8,1,29,"[14, 17]",1.0968,1.0596,1.0337,1.0146,1.0,0.9907,0.9965,0.9989,0.9998,1.0
N2_M20,2,20,ppo,,1,8,2,10,"[10, 4]",1.4286,1.2903,1.1765,1.0811,1.0,0.8448,0.9223,0.9698,0.9935,1.0
N2_M20,2,20,ppo,,1,8,3,9,"[8, 9]",1.0588,1.0435,1.0286,1.0141,1.0,0.9966,0.9981,0.9992,0.9998,1.0
N2_M20,2,20,ppo,,1,8,4,13,"[11, 10]",1.0476,1.0337,1.0213,1.0101,1.0,0.9977,0.9989,0.9995,0.9999,1.0
N2_M20,2,20,ppo,,1,9,0,8,"[5, 4]",1.1111,1.0698,1.04,1.0175,1.0,0.9878,0.9952,0.9984,0.9997,1.0
N2_M20,2,20,ppo,,1,9,1,17,"[13, 7]",1.3,1.1915,1.1111,1.0492,1.0,0.9174,0.9646,0.9878,0.9976,1.0
N2_M20,2,20,ppo,,1,9,2,10,"[8, 6]",1.1429,1.0968,1.0588,1.027,1.0,0.98,0.9907,0.9966,0.9993,1.0
N2_M20,2,20,ppo,,1,9,3,12,"[8, 8]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,9,4,27,"[12, 12]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,10,0,8,"[7, 2]",1.5556,1.3488,1.2,1.0877,1.0,0.7642,0.8915,0.9615,0.9924,1.0
N2_M20,2,20,ppo,,1,10,1,3,"[2, 1]",1.3333,1.2,1.1111,1.0476,1.0,0.9,0.9615,0.9878,0.9977,1.0
N2_M20,2,20,ppo,,1,10,2,4,"[4, 2]",1.3333,1.2308,1.1429,1.0667,1.0,0.9,0.9494,0.98,0.9956,1.0
N2_M20,2,20,ppo,,1,10,3,3,"[3, 3]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,10,4,7,"[3, 5]",1.25,1.1579,1.0909,1.04,1.0,0.9412,0.9757,0.9918,0.9984,1.0
N2_M20,2,20,ppo,,1,11,0,20,"[14, 10]",1.1667,1.1071,1.0625,1.0278,1.0,0.973,0.9887,0.9961,0.9992,1.0
N2_M20,2,20,ppo,,1,11,1,8,"[6, 8]",1.1429,1.1034,1.0667,1.0323,1.0,0.98,0.9894,0.9956,0.999,1.0
N2_M20,2,20,ppo,,1,11,2,5,"[3, 4]",1.1429,1.0968,1.0588,1.027,1.0,0.98,0.9907,0.9966,0.9993,1.0
N2_M20,2,20,ppo,,1,11,3,4,"[4, 4]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
N2_M20,2,20,ppo,,1,11,4,11,"[8, 7]",1.0667,1.0448,1.027,1.0123,1.0,0.9956,0.998,0.9993,0.9998,1.0
N2_M20,2,20,ppo,,1,12,0,89,"[29, 61]",1.3556,1.2143,1.1194,1.0513,1.0,0.8878,0.9561,0.9859,0.9974,1.0
N2_M20,2,20,ppo,,1,12,1,29,"[22, 10]",1.375,1.2338,1.1333,1.0583,1.0,0.8767,0.9482,0.9825,0.9966,1.0
N2_M20,2,20,ppo,,1,12,2,27,"[22, 15]",1.1892,1.1273,1.0769,1.0352,1.0,0.9654,0.9841,0.9941,0.9988,1.0
N2_M20,2,20,ppo,,1,12,3,40,"[28, 22]",1.12,1.0783,1.0462,1.0207,1.0,0.9858,0.9939,0.9979,0.9996,1.0
N2_M20,2,20,ppo,,1,12,4,51,"[29, 25]",1.0741,1.0455,1.0256,1.0111,1.0,0.9945,0.9979,0.9993,0.9999,1.0
N2_M20,2,20,ppo,,1,13,0,34,"[17, 18]",1.0286,1.0173,1.0097,1.0042,1.0,0.9992,0.9997,0.9999,1.0,1.0
N2_M20,2,20,ppo,,1,13,1,52,"[19, 28]",1.1915,1.1102,1.0596,1.0251,1.0,0.9646,0.988,0.9965,0.9994,1.0
N2_M20,2,20,ppo,,1,13,2,122,"[40, 48]",1.0909,1.0472,1.0241,1.0098,1.0,0.9918,0.9978,0.9994,0.9999,1.0
N2_M20,2,20,ppo,,1,13,3,156,"[49, 71]",1.1833,1.0982,1.0509,1.0208,1.0,0.9675,0.9904,0.9974,0.9996,1.0
N2_M20,2,20,ppo,,1,13,4,30,"[17, 21]",1.1053,1.069,1.0408,1.0183,1.0,0.989,0.9953,0.9983,0.9997,1.0
N2_M20,2,20,ppo,,1,14,0,12,"[3, 12]",1.6,1.3913,1.2308,1.1034,1.0,0.7353,0.8672,0.9494,0.9894,1.0
N2_M20,2,20,ppo,,1,14,1,17,"[9, 15]",1.25,1.1698,1.1034,1.0476,1.0,0.9412,0.972,0.9894,0.9977,1.0
N2_M20,2,20,ppo,,1,14,2,9,"[7, 8]",1.0667,1.0476,1.0303,1.0145,1.0,0.9956,0.9977,0.9991,0.9998,1.0
N2_M20,2,20,ppo,,1,14,3,11,"[8, 11]",1.1579,1.1139,1.0732,1.0353,1.0,0.9757,0.9872,0.9947,0.9988,1.0
N2_M20,2,20,ppo,,1,14,4,13,"[7, 11]",1.2222,1.15,1.0909,1.0417,1.0,0.9529,0.978,0.9918,0.9983,1.0
N2_M20,2,20,ppo,,1,15,0,65,"[10, 33]",1.5349,1.2664,1.1329,1.0531,1.0,0.7775,0.9337,0.9826,0.9972,1.0
N2_M20,2,20,ppo,,1,15,1,189,"[101, 77]",1.1348,1.0789,1.0432,1.0183,1.0,0.9821,0.9938,0.9981,0.9997,1.0
N2_M20,2,20,ppo,,1,15,2,24,"[16, 19]",1.0857,1.0588,1.0361,1.0168,1.0,0.9927,0.9966,0.9987,0.9997,1.0
N2_M20,2,20,ppo,,1,15,3,66,"[23, 32]",1.1636,1.0909,1.0481,1.02,1.0,0.9739,0.9918,0.9977,0.9996,1.0
N2_M20,2,20,ppo,,1,15,4,124,"[47, 25]",1.3056,1.1422,1.0688,1.027,1.0,0.9146,0.9802,0.9953,0.9993,1.0
