config,n,m,method,heuristic,train_seed,episode,sample,steps,per_robot_distances,worst_share_rho0,worst_share_rho0.25,worst_share_rho0.5,worst_share_rho0.75,worst_share_rho1,jainE_rho0,jainE_rho0.25,jainE_rho0.5,jainE_rho0.75,jainE_rho1
N3_M20,3,20,ppo,,1,4,2,52,"[29, 35, 29]",1.129,1.0828,1.0482,1.0214,1.0,0.9917,0.9966,0.9988,0.9998,1.0
N3_M20,3,20,ppo,,1,4,3,17,"[10, 12, 15]",1.2162,1.1481,1.0909,1.0421,1.0,0.973,0.9871,0.9951,0.9989,1.0
N3_M20,3,20,ppo,,1,4,4,40,"[26, 30, 20]",1.1842,1.1207,1.0714,1.0321,1.0,0.9744,0.9888,0.9961,0.9992,1.0
N3_M20,3,20,ppo,,1,5,0,172,"[55, 69, 72]",1.102,1.0543,1.0281,1.0115,1.0,0.9873,0.9964,0.999,0.9998,1.0
N3_M20,3,20,ppo,,1,5,1,32,"[22, 26, 25]",1.0685,1.0476,1.0296,1.0139,1.0,0.9951,0.9976,0.9991,0.9998,1.0
N3_M20,3,20,ppo,,1,5,2,100,"[61, 66, 65]",1.0312,1.0205,1.0122,1.0055,1.0,0.9989,0.9995,0.9998,1.0,1.0
N3_M20,3,20,ppo,,1,5,3,244,"[111, 139, 81]",1.2598,1.1496,1.0809,1.034,1.0,0.956,0.985,0.9956,0.9992,1.0
N3_M20,3,20,ppo,,1,5,4,52,"[23, 39, 30]",1.2717,1.1736,1.1008,1.0446,1.0,0.9564,0.9817,0.9938,0.9988,1.0
N3_M20,3,20,ppo,,1,6,0,83,"[58, 53, 28]",1.2518,1.1577,1.0902,1.0395,1.0,0.9257,0.9695,0.9898,0.998,1.0
N3_M20,3,20,ppo,,1,6,1,46,"[30, 32, 29]",1.0549,1.0365,1.0218,1.0099,1.0,0.9983,0.9993,0.9997,0.9999,1.0
N3_M20,3,20,ppo,,1,6,2,25,"[22, 21, 17]",1.1,1.0706,1.0444,1.0211,1.0,0.9885,0.9942,0.9977,0.9995,1.0
N3_M20,3,20,ppo,,1,6,3,32,"[25, 22, 22]",1.087,1.0594,1.0364,1.0168,1.0,0.9962,0.9982,0.9993,0.9999,1.0
N3_M20,3,20,ppo,,1,6,4,57,"[47, 39, 12]",1.4388,1.2774,1.1599,1.0704,1.0,0.8264,0.9225,0.9729,0.9946,1.0
N3_M20,3,20,ppo,,1,7,0,148,"[81, 39, 82]",1.2178,1.1257,1.0681,1.0287,1.0,0.9186,0.9713,0.9914,0.9985,1.0
N3_M20,3,20,ppo,,1,7,1,157,"[88, 50, 71]",1.2632,1.1503,1.0809,1.0339,1.0,0.9526,0.984,0.9953,0.9992,1.0
N3_M20,3,20,ppo,,1,7,2,300,"[158, 79, 150]",1.2248,1.1266,1.0676,1.0282,1.0,0.9296,0.9765,0.9932,0.9988,1.0
N3_M20,3,20,ppo,,1,7,3,90,"[24, 41, 61]",1.4524,1.2639,1.1439,1.0609,1.0,0.8852,0.9578,0.987,0.9977,1.0
N3_M20,3,20,ppo,,1,7,4,186,"[86, 51, 105]",1.3017,1.1706,1.0912,1.0381,1.0,0.9286,0.976,0.993,0.9988,1.0
N3_M20,3,20,ppo,,1,8,0,87,"[51, 34, 51]",1.125,1.0762,1.0428,1.0185,1.0,0.9697,0.9885,0.9963,0.9993,1.0
N3_M20,3,20,ppo,,1,8,1,37,"[19, 25, 20]",1.1719,1.1089,1.0629,1.0277,1.0,0.9851,0.994,0.998,0.9996,1.0
N3_M20,3,20,ppo,,1,8,2,66,"[30, 38, 32]",1.14,1.0843,1.047,1.0202,1.0,0.9897,0.9962,0.9988,0.9998,1.0
N3_M20,3,20,ppo,,1,8,3,67,"[35, 18, 42]",1.3263,1.1914,1.1047,1.0444,1.0,0.908,0.9663,0.9897,0.9981,1.0
N3_M20,3,20,ppo,,1,8,4,73,"[41, 29, 43]",1.1416,1.086,1.0482,1.0208,1.0,0.9738,0.9902,0.9969,0.9994,1.0
N3_M20,3,20,ppo,,1,9,0,57,"[32, 30, 22]",1.1429,1.0851,1.0471,1.0201,1.0,0.9767,0.9916,0.9974,0.9995,1.0
N3_M20,3,20,ppo,,1,9,1,47,"[22, 32, 31]",1.1294,1.0833,1.0487,1.0217,1.0,0.9754,0.9897,0.9964,0.9993,1.0
N3_M20,3,20,ppo,,1,9,2,12,"[9, 7, 11]",1.2222,1.1538,1.0952,1.0444,1.0,0.9681,0.9845,0.994,0.9987,1.0
N3_M20,3,20,ppo,,1,9,3,9,"[6, 8, 7]",1.1429,1.1,1.0625,1.0294,1.0,0.9866,0.9934,0.9974,0.9994,1.0
N3_M20,3,20,ppo,,1,9,4,11,"[6, 11, 7]",1.375,1.2571,1.1579,1.0732,1.0,0.932,0.9669,0.9872,0.9972,1.0
N3_M20,3,20,ppo,,1,10,0,13,"[9, 9, 10]",1.0714,1.0488,1.0299,1.0138,1.0,0.9975,0.9988,0.9996,0.9999,1.0
N3_M20,3,20,ppo,,1,10,1,16,"[9, 12, 12]",1.0909,1.0612,1.037,1.0169,1.0,0.9837,0.9926,0.9973,0.9994,1.0
N3_M20,3,20,ppo,,1,10,2,19,"[15, 11, 17]",1.186,1.129,1.08,1.0374,1.0,0.9706,0.9856,0.9944,0.9988,1.0
N3_M20,3,20,ppo,,1,10,3,39,"[30, 19, 24]",1.2329,1.1518,1.0895,1.0401,1.0,0.967,0.9857,0.995,0.999,1.0
N3_M20,3,20,ppo,,1,10,4,15,"[11, 10, 11]",1.0312,1.0213,1.013,1.006,1.0,0.9981,0.9991,0.9997,0.9999,1.0
N3_M20,3,20,ppo,,1,11,0,15,"[11, 14, 7]",1.3125,1.2128,1.1299,1.0599,1.0,0.9326,0.9676,0.9877,0.9974,1.0
N3_M20,3,20,ppo,,1,11,1,13,"[8, 8, 11]",1.2222,1.15,1.0909,1.0417,1.0,0.9759,0.9889,0.9959,0.9991,1.0
N3_M20,3,20,ppo,,1,11,2,9,"[7, 8, 8]",1.0435,1.0312,1.02,1.0096,1.0,0.9962,0.9981,0.9992,0.9998,1.0
N3_M20,3,20,ppo,,1,11,3,7,"[7, 5, 7]",1.1053,1.0769,1.05,1.0244,1.0,0.9783,0.9883,0.995,0.9988,1.0
N3_M20,3,20,ppo,,1,11,4,11,"[10, 5, 7]",1.3636,1.2424,1.1455,1.0661,1.0,0.9272,0.9663,0.9876,0.9974,1.0
N3_M20,3,20,ppo,,1,12,0,61,"[34, 27, 24]",1.2,1.1164,1.0634,1.0268,1.0,0.9786,0.9926,0.9978,0.9996,1.0
N3_M20,3,20,ppo,,1,12,1,122,"[61, 66, 55]",1.0879,1.0526,1.0292,1.0125,1.0,0.9945,0.998,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,1,12,2,24,"[16, 15, 12]",1.1163,1.0746,1.0435,1.0193,1.0,0.9861,0.9942,0.998,0.9996,1.0
N3_M20,3,20,ppo,,1,12,3,122,"[58, 49, 48]",1.1226,1.0686,1.0365,1.0152,1.0,0.9925,0.9976,0.9993,0.9999,1.0
N3_M20,3,20,ppo,,1,12,4,104,"[47, 63, 49]",1.1887,1.1141,1.0637,1.0274,1.0,0.9823,0.9935,0.9979,0.9996,1.0
N3_M20,3,20,ppo,,1,13,0,191,"[61, 98, 68]",1.2952,1.1603,1.0837,1.0344,1.0,0.957,0.9869,0.9964,0.9994,1.0
N3_M20,3,20,ppo,,1,13,1,68,"[34, 33, 15]",1.2439,1.1333,1.0699,1.0288,1.0,0.9074,0.9704,0.9917,0.9986,1.0
N3_M20,3,20,ppo,,1,13,2,182,"[60, 106, 76]",1.314,1.1792,1.0964,1.0404,1.0,0.9471,0.9821,0.9948,0.9991,1.0
N3_M20,3,20,ppo,,1,13,3,117,"[47, 55, 46]",1.1149,1.0642,1.0341,1.0142,1.0,0.9934,0.9979,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,1,13,4,27,"[19, 19, 17]",1.0364,1.0244,1.0147,1.0067,1.0,0.9974,0.9988,0.9996,0.9999,1.0
N3_M20,3,20,ppo,,1,14,0,193,"[85, 90, 111]",1.1643,1.0981,1.0543,1.0232,1.0,0.9862,0.995,0.9985,0.9997,1.0
N3_M20,3,20,ppo,,1,14,1,19,"[14, 14, 11]",1.0769,1.0517,1.0312,1.0143,1.0,0.9883,0.9947,0.9981,0.9996,1.0
N3_M20,3,20,ppo,,1,14,2,153,"[67, 74, 83]",1.1116,1.0663,1.0366,1.0156,1.0,0.9924,0.9973,0.9992,0.9998,1.0
N3_M20,3,20,ppo,,1,14,3,31,"[21, 20, 23]",1.0781,1.0526,1.0318,1.0146,1.0,0.9966,0.9985,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,1,14,4,23,"[20, 17, 18]",1.0909,1.0641,1.0403,1.0191,1.0,0.9954,0.9977,0.9991,0.9998,1.0
N3_M20,3,20,ppo,,1,15,0,22,"[18, 13, 12]",1.2558,1.1692,1.1009,1.0456,1.0,0.9676,0.9855,0.9948,0.9989,1.0
N3_M20,3,20,ppo,,1,15,1,19,"[17, 14, 11]",1.2143,1.1475,1.0909,1.0423,1.0,0.9703,0.9857,0.9945,0.9988,1.0
N3_M20,3,20,ppo,,1,15,2,30,"[15, 19, 24]",1.2414,1.1591,1.0946,1.0427,1.0,0.965,0.9845,0.9945,0.9989,1.0
N3_M20,3,20,ppo,,1,15,3,36,"[12, 27, 30]",1.3043,1.2,1.1186,1.0534,1.0,0.8951,0.9518,0.9825,0.9964,1.0
N3_M20,3,20,ppo,,1,15,4,69,"[50, 36, 50]",1.1029,1.0683,1.0408,1.0185,1.0,0.9792,0.9908,0.9967,0.9993,1.0
N3_M20,3,20,ppo,,1,16,0,8,"[2, 8, 7]",1.4118,1.28,1.1707,1.0787,1.0,0.8234,0.9098,0.9644,0.9922,1.0
N3_M20,3,20,ppo,,1,16,1,11,"[7, 10, 9]",1.1538,1.1081,1.0678,1.032,1.0,0.9797,0.9899,0.996,0.9991,1.0
N3_M20,3,20,ppo,,1,16,2,10,"[7, 8, 8]",1.0435,1.0303,1.0189,1.0088,1.0,0.9962,0.9982,0.9993,0.9998,1.0
N3_M20,3,20,ppo,,1,16,3,9,"[4, 8, 6]",1.3333,1.2222,1.1333,1.0606,1.0,0.931,0.9681,0.9883,0.9976,1.0
N3_M20,3,20,ppo,,1,16,4,17,"[10, 10, 16]",1.3333,1.2264,1.1379,1.0635,1.0,0.9474,0.975,0.9906,0.998,1.0
N3_M20,3,20,ppo,,1,17,0,29,"[19, 23, 18]",1.15,1.1011,1.0612,1.028,1.0,0.9885,0.9947,0.9981,0.9996,1.0
N3_M20,3,20,ppo,,1,17,1,7,"[7, 6, 5]",1.1667,1.12,1.0769,1.037,1.0,0.9818,0.9905,0.9961,0.9991,1.0
N3_M20,3,20,ppo,,1,17,2,8,"[7, 6, 7]",1.05,1.0357,1.0227,1.0109,1.0,0.995,0.9975,0.999,0.9998,1.0
N3_M20,3,20,ppo,,1,17,3,25,"[15, 18, 16]",1.102,1.0676,1.0403,1.0182,1.0,0.9942,0.9974,0.9991,0.9998,1.0
N3_M20,3,20,ppo,,1,17,4,31,"[22, 23, 18]",1.0952,1.0638,1.0385,1.0175,1.0,0.9895,0.9953,0.9983,0.9996,1.0
N3_M20,3,20,ppo,,1,18,0,69,"[41, 36, 42]",1.0588,1.0372,1.0215,1.0095,1.0,0.9956,0.9982,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,1,18,1,106,"[49, 55, 61]",1.1091,1.0664,1.0373,1.0161,1.0,0.9921,0.9971,0.9991,0.9998,1.0
N3_M20,3,20,ppo,,1,18,2,28,"[23, 20, 21]",1.0781,1.0543,1.0338,1.0158,1.0,0.9966,0.9983,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,1,18,3,76,"[37, 42, 62]",1.3191,1.2074,1.122,1.0545,1.0,0.9498,0.9782,0.9923,0.9985,1.0
N3_M20,3,20,ppo,,1,18,4,22,"[15, 16, 16]",1.0213,1.0145,1.0088,1.0041,1.0,0.9991,0.9996,0.9998,1.0,1.0
N3_M20,3,20,ppo,,1,19,0,113,"[40, 62, 67]",1.1893,1.1135,1.063,1.027,1.0,0.9585,0.9847,0.9952,0.9991,1.0
N3_M20,3,20,ppo,,1,19,1,300,"[59, 199, 201]",1.3137,1.1897,1.106,1.0456,1.0,0.8412,0.9354,0.9789,0.996,1.0
N3_M20,3,20,ppo,,1,19,2,70,"[51, 40, 36]",1.2047,1.132,1.0772,1.0343,1.0,0.978,0.9908,0.9968,0.9994,1.0
N3_M20,3,20,ppo,,1,19,3,133,"[58, 71, 92]",1.2489,1.1554,1.0887,1.0388,1.0,0.9651,0.9861,0.9954,0.9991,1.0
N3_M20,3,20,ppo,,1,19,4,60,"[33, 39, 40]",1.0714,1.0465,1.0274,1.0123,1.0,0.9932,0.9971,0.999,0.9998,1.0
N3_M20,3,20,ppo,,2,0,0,38,"[22, 24, 24]",1.0286,1.0185,1.0109,1.0049,1.0,0.9984,0.9993,0.9998,1.0,1.0
N3_M20,3,20,ppo,,2,0,1,44,"[23, 31, 29]",1.1205,1.0787,1.0465,1.0209,1.0,0.9851,0.9936,0.9978,0.9995,1.0
N3_M20,3,20,ppo,,2,0,2,13,"[10, 11, 9]",1.1,1.0698,1.0435,1.0204,1.0,0.9934,0.9968,0.9987,0.9997,1.0
N3_M20,3,20,ppo,,2,0,3,43,"[26, 31, 25]",1.1341,1.088,1.0521,1.0235,1.0,0.9909,0.996,0.9986,0.9997,1.0
N3_M20,3,20,ppo,,2,0,4,17,"[12, 16, 12]",1.2,1.1404,1.0879,1.0415,1.0,0.9804,0.9902,0.9962,0.9991,1.0
N3_M20,3,20,ppo,,2,1,0,40,"[33, 28, 26]",1.1379,1.0945,1.058,1.0268,1.0,0.9898,0.9952,0.9982,0.9996,1.0
N3_M20,3,20,ppo,,2,1,1,46,"[18, 31, 27]",1.2237,1.1393,1.0794,1.0347,1.0,0.956,0.9824,0.9942,0.9989,1.0
N3_M20,3,20,ppo,,2,1,2,47,"[32, 37, 33]",1.0882,1.0604,1.037,1.0171,1.0,0.996,0.9981,0.9993,0.9998,1.0
N3_M20,3,20,ppo,,2,1,3,110,"[57, 45, 63]",1.1455,1.0873,1.0485,1.0208,1.0,0.9818,0.9934,0.9979,0.9996,1.0
N3_M20,3,20,ppo,,2,1,4,27,"[16, 17, 15]",1.0625,1.04,1.0233,1.0103,1.0,0.9974,0.9989,0.9996,0.9999,1.0
N3_M20,3,20,ppo,,2,2,0,136,"[86, 71, 78]",1.0979,1.062,1.0358,1.0158,1.0,0.9939,0.9976,0.9992,0.9998,1.0
N3_M20,3,20,ppo,,2,2,1,243,"[145, 100, 94]",1.2832,1.1649,1.0899,1.038,1.0,0.961,0.9864,0.9959,0.9993,1.0
N3_M20,3,20,ppo,,2,2,2,46,"[35, 30, 20]",1.2353,1.1527,1.0897,1.0401,1.0,0.9538,0.98,0.993,0.9986,1.0
N3_M20,3,20,ppo,,2,2,3,137,"[82, 69, 83]",1.0641,1.0404,1.0233,1.0102,1.0,0.9934,0.9973,0.9991,0.9998,1.0
N3_M20,3,20,ppo,,2,2,4,192,"[68, 69, 73]",1.0429,1.0224,1.0115,1.0046,1.0,0.999,0.9997,0.9999,1.0,1.0
N3_M20,3,20,ppo,,2,3,0,40,"[28, 27, 23]",1.0769,1.0508,1.0303,1.0137,1.0,0.9931,0.997,0.9989,0.9998,1.0
N3_M20,3,20,ppo,,2,3,1,87,"[45, 52, 43]",1.1143,1.0705,1.0399,1.0173,1.0,0.9932,0.9974,0.9992,0.9998,1.0
N3_M20,3,20,ppo,,2,3,2,55,"[40, 32, 22]",1.2766,1.1745,1.1004,1.0441,1.0,0.9477,0.9785,0.9928,0.9986,1.0
N3_M20,3,20,ppo,,2,3,3,58,"[41, 33, 32]",1.1604,1.1037,1.0607,1.0271,1.0,0.9872,0.9946,0.9981,0.9996,1.0
N3_M20,3,20,ppo,,2,3,4,70,"[50, 49, 30]",1.1628,1.1055,1.0619,1.0277,1.0,0.9562,0.9811,0.9934,0.9987,1.0
N3_M20,3,20,ppo,,2,4,0,42,"[23, 24, 19]",1.0909,1.0556,1.0312,1.0135,1.0,0.9905,0.9964,0.9989,0.9998,1.0
N3_M20,3,20,ppo,,2,4,1,66,"[28, 35, 29]",1.1413,1.0823,1.0448,1.019,1.0,0.9899,0.9966,0.999,0.9998,1.0
N3_M20,3,20,ppo,,2,4,2,70,"[35, 53, 25]",1.4071,1.2514,1.1424,1.0619,1.0,0.9136,0.9652,0.9886,0.9978,1.0
N3_M20,3,20,ppo,,2,4,3,33,"[20, 25, 15]",1.25,1.1613,1.0943,1.042,1.0,0.96,0.983,0.9941,0.9988,1.0
N3_M20,3,20,ppo,,2,4,4,81,"[47, 56, 22]",1.344,1.2087,1.1168,1.0504,1.0,0.8935,0.958,0.9864,0.9975,1.0
N3_M20,3,20,ppo,,2,5,0,133,"[50, 41, 68]",1.283,1.1541,1.0806,1.0332,1.0,0.9571,0.9869,0.9964,0.9994,1.0
N3_M20,3,20,ppo,,2,5,1,96,"[41, 61, 64]",1.1566,1.0992,1.0573,1.0252,1.0,0.9671,0.9865,0.9955,0.9991,1.0
N3_M20,3,20,ppo,,2,5,2,20,"[14, 13, 17]",1.1591,1.1094,1.0673,1.0312,1.0,0.9867,0.9937,0.9976,0.9995,1.0
N3_M20,3,20,ppo,,2,5,3,31,"[17, 16, 23]",1.2321,1.1494,1.0872,1.0388,1.0,0.9733,0.9888,0.9961,0.9992,1.0
N3_M20,3,20,ppo,,2,5,4,83,"[34, 39, 40]",1.0619,1.0357,1.0193,1.0081,1.0,0.9952,0.9984,0.9995,0.9999,1.0
N3_M20,3,20,ppo,,2,6,0,83,"[54, 63, 41]",1.1962,1.1286,1.0762,1.0343,1.0,0.9714,0.9875,0.9956,0.9991,1.0
N3_M20,3,20,ppo,,2,6,1,34,"[24, 25, 23]",1.0417,1.0283,1.0172,1.0079,1.0,0.9988,0.9995,0.9998,1.0,1.0
N3_M20,3,20,ppo,,2,6,2,41,"[36, 27, 26]",1.2135,1.1462,1.0896,1.0415,1.0,0.9775,0.9893,0.996,0.9991,1.0
N3_M20,3,20,ppo,,2,6,3,32,"[29, 21, 18]",1.2794,1.19,1.1159,1.0534,1.0,0.9597,0.981,0.9928,0.9985,1.0
N3_M20,3,20,ppo,,2,6,4,82,"[62, 57, 20]",1.3381,1.2127,1.1221,1.0536,1.0,0.8595,0.9393,0.9791,0.9959,1.0
N3_M20,3,20,ppo,,2,7,0,138,"[67, 43, 85]",1.3077,1.1802,1.0985,1.0418,1.0,0.9345,0.9765,0.9929,0.9987,1.0
N3_M20,3,20,ppo,,2,7,1,151,"[72, 65, 57]",1.1134,1.0638,1.034,1.0142,1.0,0.9911,0.9972,0.9992,0.9999,1.0
N3_M20,3,20,ppo,,2,7,2,168,"[82, 66, 97]",1.1878,1.1114,1.0614,1.0262,1.0,0.9765,0.9916,0.9974,0.9995,1.0
N3_M20,3,20,ppo,,2,7,3,121,"[52, 47, 64]",1.1779,1.1021,1.0551,1.0232,1.0,0.9831,0.9944,0.9983,0.9997,1.0
N3_M20,3,20,ppo,,2,7,4,42,"[25, 17, 31]",1.274,1.1739,1.1005,1.0443,1.0,0.9474,0.9781,0.9926,0.9985,1.0
N3_M20,3,20,ppo,,2,8,0,86,"[51, 22, 70]",1.4685,1.2926,1.1671,1.0731,1.0,0.8536,0.9373,0.9787,0.9958,1.0
N3_M20,3,20,ppo,,2,8,1,31,"[24, 18, 16]",1.2414,1.1573,1.0927,1.0415,1.0,0.97,0.987,0.9955,0.9991,1.0
N3_M20,3,20,ppo,,2,8,2,42,"[21, 22, 25]",1.1029,1.0636,1.0361,1.0157,1.0,0.9944,0.9979,0.9993,0.9999,1.0
N3_M20,3,20,ppo,,2,8,3,83,"[51, 37, 52]",1.1143,1.0717,1.0411,1.018,1.0,0.9789,0.9916,0.9972,0.9995,1.0
N3_M20,3,20,ppo,,2,8,4,69,"[38, 29, 37]",1.0962,1.0578,1.0322,1.0138,1.0,0.9867,0.9951,0.9985,0.9997,1.0
N3_M20,3,20,ppo,,2,9,0,30,"[18, 20, 16]",1.1111,1.0714,1.0417,1.0185,1.0,0.9918,0.9966,0.9988,0.9998,1.0
N3_M20,3,20,ppo,,2,9,1,18,"[14, 15, 17]",1.1087,1.0781,1.05,1.024,1.0,0.9934,0.9966,0.9986,0.9997,1.0
N3_M20,3,20,ppo,,2,9,2,13,"[10, 10, 12]",1.125,1.0889,1.0563,1.0268,1.0,0.9922,0.9961,0.9984,0.9996,1.0
N3_M20,3,20,ppo,,2,9,3,10,"[7, 9, 7]",1.1739,1.1212,1.0755,1.0354,1.0,0.9851,0.9927,0.9972,0.9994,1.0
N3_M20,3,20,ppo,,2,9,4,12,"[7, 12, 11]",1.2,1.1429,1.0909,1.0435,1.0,0.9554,0.9767,0.9905,0.9978,1.0
N3_M20,3,20,ppo,,2,10,0,9,"[7, 7, 8]",1.0909,1.0645,1.0408,1.0194,1.0,0.9959,0.9979,0.9992,0.9998,1.0
N3_M20,3,20,ppo,,2,10,1,18,"[10, 13, 14]",1.1351,1.0909,1.0549,1.0251,1.0,0.9814,0.9915,0.9969,0.9993,1.0
N3_M20,3,20,ppo,,2,10,2,18,"[13, 12, 15]",1.125,1.0862,1.0532,1.0248,1.0,0.9913,0.9959,0.9984,0.9997,1.0
N3_M20,3,20,ppo,,2,10,3,31,"[21, 18, 16]",1.1455,1.093,1.0541,1.024,1.0,0.9876,0.9949,0.9983,0.9997,1.0
N3_M20,3,20,ppo,,2,10,4,15,"[9, 11, 10]",1.1,1.0667,1.04,1.0182,1.0,0.9934,0.997,0.9989,0.9998,1.0
N3_M20,3,20,ppo,,2,11,0,33,"[23, 22, 18]",1.0952,1.0625,1.037,1.0167,1.0,0.9895,0.9955,0.9984,0.9997,1.0
N3_M20,3,20,ppo,,2,11,1,13,"[8, 9, 10]",1.1111,1.075,1.0455,1.0208,1.0,0.9918,0.9963,0.9986,0.9997,1.0
N3_M20,3,20,ppo,,2,11,2,11,"[7, 8, 8]",1.0435,1.0294,1.0179,1.0082,1.0,0.9962,0.9983,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,2,11,3,7,"[7, 5, 7]",1.1053,1.0769,1.05,1.0244,1.0,0.9783,0.9883,0.995,0.9988,1.0
N3_M20,3,20,ppo,,2,11,4,8,"[7, 5, 4]",1.3125,1.2083,1.125,1.0568,1.0,0.9481,0.9763,0.9913,0.9982,1.0
N3_M20,3,20,ppo,,2,12,0,72,"[41, 36, 35]",1.0982,1.0598,1.0335,1.0145,1.0,0.9951,0.9982,0.9994,0.9999,1.0
N3_M20,3,20,ppo,,2,12,1,190,"[72, 128, 101]",1.2757,1.169,1.0953,1.0413,1.0,0.9506,0.9809,0.9938,0.9988,1.0
N3_M20,3,20,ppo,,2,12,2,41,"[23, 26, 26]",1.04,1.0259,1.0152,1.0068,1.0,0.9968,0.9987,0.9995,0.9999,1.0
N3_M20,3,20,ppo,,2,12,3,220,"[65, 133, 119]",1.2587,1.1527,1.0839,1.0357,1.0,0.9285,0.9739,0.992,0.9985,1.0
N3_M20,3,20,ppo,,2,12,4,19,"[16, 11, 8]",1.3714,1.2407,1.1413,1.0631,1.0,0.9259,0.9675,0.9886,0.9977,1.0
N3_M20,3,20,ppo,,2,13,0,300,"[86, 112, 98]",1.1351,1.0671,1.0334,1.0134,1.0,0.9885,0.9971,0.9993,0.9999,1.0
N3_M20,3,20,ppo,,2,13,1,39,"[21, 25, 13]",1.2712,1.1633,1.0909,1.039,1.0,0.9395,0.9772,0.9928,0.9987,1.0
N3_M20,3,20,ppo,,2,13,2,17,"[11, 14, 10]",1.2,1.1346,1.0814,1.0372,1.0,0.9792,0.9905,0.9965,0.9993,1.0
N3_M20,3,20,ppo,,2,13,3,136,"[47, 71, 57]",1.2171,1.1222,1.0652,1.0272,1.0,0.9723,0.9911,0.9974,0.9996,1.0
N3_M20,3,20,ppo,,2,13,4,106,"[46, 49, 46]",1.0426,1.0243,1.0131,1.0055,1.0,0.9991,0.9997,0.9999,1.0,1.0
N3_M20,3,20,ppo,,2,14,0,20,"[18, 9, 19]",1.2391,1.1667,1.1038,1.0487,1.0,0.9208,0.9599,0.9841,0.9964,1.0
N3_M20,3,20,ppo,,2,14,1,15,"[13, 14, 10]",1.1351,1.0962,1.061,1.0291,1.0,0.9814,0.9905,0.9961,0.9991,1.0
N3_M20,3,20,ppo,,2,14,2,16,"[13, 12, 12]",1.0541,1.0377,1.0235,1.011,1.0,0.9985,0.9993,0.9997,0.9999,1.0
N3_M20,3,20,ppo,,2,14,3,75,"[47, 39, 47]",1.0602,1.0385,1.0223,1.0099,1.0,0.9928,0.9971,0.999,0.9998,1.0
N3_M20,3,20,ppo,,2,14,4,15,"[10, 10, 15]",1.2857,1.2,1.125,1.0588,1.0,0.9608,0.9804,0.9922,0.9983,1.0
N3_M20,3,20,ppo,,2,15,0,18,"[15, 12, 10]",1.2162,1.1455,1.0879,1.0402,1.0,0.973,0.9876,0.9954,0.999,1.0
N3_M20,3,20,ppo,,2,15,1,18,"[9, 17, 13]",1.3077,1.2105,1.129,1.0597,1.0,0.9406,0.9713,0.989,0.9976,1.0
N3_M20,3,20,ppo,,2,15,2,42,"[23, 20, 32]",1.28,1.1795,1.1045,1.0464,1.0,0.9601,0.9832,0.9942,0.9989,1.0
N3_M20,3,20,ppo,,2,15,3,40,"[16, 30, 21]",1.3433,1.215,1.123,1.0539,1.0,0.937,0.9743,0.9914,0.9983,1.0
N3_M20,3,20,ppo,,2,15,4,46,"[33, 19, 32]",1.1786,1.1154,1.0676,1.0301,1.0,0.9507,0.9788,0.9926,0.9985,1.0
N3_M20,3,20,ppo,,2,16,0,14,"[6, 13, 9]",1.3929,1.2619,1.1571,1.0714,1.0,0.9138,0.9597,0.9851,0.9969,1.0
N3_M20,3,20,ppo,,2,16,1,12,"[8, 9, 10]",1.1111,1.0769,1.0476,1.0222,1.0,0.9918,0.9961,0.9985,0.9997,1.0
N3_M20,3,20,ppo,,2,16,2,10,"[7, 7, 8]",1.0909,1.0625,1.0385,1.0179,1.0,0.9959,0.9981,0.9993,0.9998,1.0
N3_M20,3,20,ppo,,2,16,3,10,"[3, 8, 7]",1.3333,1.2143,1.125,1.0556,1.0,0.8852,0.9492,0.9821,0.9964,1.0
N3_M20,3,20,ppo,,2,16,4,14,"[10, 9, 14]",1.2727,1.1915,1.12,1.0566,1.0,0.9629,0.9813,0.9926,0.9983,1.0
N3_M20,3,20,ppo,,2,17,0,32,"[18, 16, 21]",1.1455,1.092,1.053,1.0233,1.0,0.9876,0.995,0.9983,0.9997,1.0
N3_M20,3,20,ppo,,2,17,1,7,"[7, 6, 5]",1.1667,1.12,1.0769,1.037,1.0,0.9818,0.9905,0.9961,0.9991,1.0
N3_M20,3,20,ppo,,2,17,2,8,"[6, 6, 7]",1.1053,1.0741,1.0465,1.022,1.0,0.9945,0.9973,0.9989,0.9998,1.0
N3_M20,3,20,ppo,,2,17,3,22,"[13, 18, 16]",1.1489,1.1014,1.0619,1.0286,1.0,0.9831,0.9921,0.997,0.9994,1.0
N3_M20,3,20,ppo,,2,17,4,10,"[5, 5, 8]",1.3333,1.2143,1.125,1.0556,1.0,0.9474,0.9776,0.9922,0.9985,1.0
N3_M20,3,20,ppo,,2,18,0,71,"[43, 31, 40]",1.1316,1.0811,1.0459,1.0199,1.0,0.9823,0.9932,0.9978,0.9996,1.0
N3_M20,3,20,ppo,,2,18,1,24,"[17, 17, 14]",1.0625,1.0417,1.025,1.0114,1.0,0.9922,0.9965,0.9988,0.9997,1.0
