config,n_rollouts,success_rate,steps_mean,dist_cells_mean,max_dist_cells_mean,jain_mean,obstacle_rejections_mean,sim_time_mean_s
N4_M20,150,0.9733,71.9,146.6,44.2,0.9652,34.0,30.7
