config,n,m,train_seed,episode,sample,success,steps,sim_time_s,dist_m,dist_cells,max_dist_cells,jain,obstacle_rejections,robot_conflicts
N4_M20,4,20,2,9,3,1,34,14.93,21.0,84.0,22.0,0.9966,0,2
N4_M20,4,20,2,9,4,1,26,11.67,17.25,69.0,21.0,0.9796,0,0
N5_M20,5,20,0,0,0,1,77,35.93,59.75,239.0,57.0,0.9748,6,28
N5_M20,5,20,0,0,1,1,19,8.87,17.25,69.0,17.0,0.9806,0,4
N5_M20,5,20,0,0,2,1,44,20.53,37.0,148.0,34.0,0.9853,12,12
N5_M20,5,20,0,0,3,1,90,40.13,68.75,275.0,60.0,0.9916,9,63
N5_M20,5,20,0,0,4,1,60,27.53,50.75,203.0,49.0,0.9474,26,10
N5_M20,5,20,0,1,0,1,102,45.73,68.0,272.0,72.0,0.9716,27,54
N5_M20,5,20,0,1,1,1,37,17.27,27.75,111.0,25.0,0.9877,3,7
N5_M20,5,20,0,1,2,1,26,11.67,22.0,88.0,19.0,0.9967,5,7
N5_M20,5,20,0,1,3,1,32,14.93,27.25,109.0,27.0,0.9632,2,4
N5_M20,5,20,0,1,4,1,53,23.8,44.0,176.0,44.0,0.9784,1,14
N5_M20,5,20,0,2,0,1,171,75.6,103.0,412.0,100.0,0.9774,107,79
N5_M20,5,20,0,2,1,1,287,126.0,177.75,711.0,162.0,0.9871,179,96
N5_M20,5,20,0,2,2,0,300,123.2,148.25,593.0,137.0,0.9923,224,151
N5_M20,5,20,0,2,3,1,113,49.47,61.75,247.0,64.0,0.9676,95,29
N5_M20,5,20,0,2,4,1,101,46.2,54.5,218.0,51.0,0.9683,85,34
N5_M20,5,20,0,3,0,1,100,45.73,78.0,312.0,69.0,0.9955,45,15
N5_M20,5,20,0,3,1,1,29,13.53,25.25,101.0,24.0,0.9823,5,11
N5_M20,5,20,0,3,2,1,32,14.93,28.75,115.0,29.0,0.9785,5,2
N5_M20,5,20,0,3,3,1,49,22.4,35.0,140.0,30.0,0.9959,35,10
N5_M20,5,20,0,3,4,1,238,104.53,149.75,599.0,153.0,0.9481,198,71
N5_M20,5,20,0,4,0,1,115,49.93,76.25,305.0,74.0,0.9583,51,38
N5_M20,5,20,0,4,1,0,300,133.47,177.5,710.0,164.0,0.9731,249,79
N5_M20,5,20,0,4,2,1,31,14.0,26.75,107.0,25.0,0.9781,11,3
N5_M20,5,20,0,4,3,1,107,47.6,74.25,297.0,72.0,0.9626,39,33
N5_M20,5,20,0,4,4,1,39,17.73,28.75,115.0,27.0,0.9728,12,21
N5_M20,5,20,0,5,0,1,26,12.13,21.5,86.0,21.0,0.9861,7,5
N5_M20,5,20,0,5,1,1,57,26.13,40.25,161.0,39.0,0.9659,32,20
N5_M20,5,20,0,5,2,1,21,9.8,19.25,77.0,18.0,0.9841,2,2
N5_M20,5,20,0,5,3,1,27,12.6,22.75,91.0,24.0,0.9469,2,4
N5_M20,5,20,0,5,4,1,91,41.07,62.5,250.0,53.0,0.9957,24,37
N5_M20,5,20,0,6,0,1,45,21.0,38.25,153.0,33.0,0.9938,7,8
N5_M20,5,20,0,6,1,1,45,21.0,36.25,145.0,34.0,0.991,7,11
N5_M20,5,20,0,6,2,1,92,41.07,61.75,247.0,60.0,0.9809,45,36
N5_M20,5,20,0,6,3,1,61,28.0,49.0,196.0,48.0,0.9753,23,12
N5_M20,5,20,0,6,4,1,33,15.4,32.75,131.0,28.0,0.9963,2,0
N5_M20,5,20,0,7,0,1,52,23.33,32.0,128.0,28.0,0.99,43,24
N5_M20,5,20,0,7,1,1,81,36.4,54.0,216.0,50.0,0.9895,37,26
N5_M20,5,20,0,7,2,1,278,127.87,191.75,767.0,189.0,0.8853,214,78
N5_M20,5,20,0,7,3,1,58,27.07,40.5,162.0,42.0,0.9244,37,14
N5_M20,5,20,0,7,4,1,55,24.27,38.0,152.0,36.0,0.952,35,16
N5_M20,5,20,0,8,0,1,53,24.73,39.25,157.0,33.0,0.9973,24,21
N5_M20,5,20,0,8,1,1,45,20.53,33.0,132.0,31.0,0.9872,17,11
N5_M20,5,20,0,8,2,1,46,20.53,30.5,122.0,27.0,0.9844,31,3
N5_M20,5,20,0,8,3,1,55,25.67,41.0,164.0,38.0,0.9899,19,11
N5_M20,5,20,0,8,4,1,151,65.33,88.5,354.0,84.0,0.9872,25,78
N5_M20,5,20,0,9,0,1,151,68.13,105.0,420.0,104.0,0.9279,91,7
N5_M20,5,20,0,9,1,0,300,136.73,207.25,829.0,225.0,0.8596,221,38
N5_M20,5,20,0,9,2,1,63,29.4,48.0,192.0,47.0,0.9416,31,12
N5_M20,5,20,0,9,3,1,90,41.07,63.5,254.0,60.0,0.9495,44,25
N5_M20,5,20,0,9,4,0,300,137.67,207.25,829.0,220.0,0.8718,201,68
N5_M20,5,20,1,0,0,1,62,28.93,50.5,202.0,44.0,0.9969,17,3
N5_M20,5,20,1,0,1,1,39,18.2,33.25,133.0,33.0,0.9824,0,8
N5_M20,5,20,1,0,2,1,24,11.2,20.25,81.0,20.0,0.9656,6,8
N5_M20,5,20,1,0,3,1,39,18.2,34.75,139.0,30.0,0.9962,6,10
N5_M20,5,20,1,0,4,1,102,47.6,69.75,279.0,67.0,0.9552,53,41
N5_M20,5,20,1,1,0,1,141,61.6,83.5,334.0,71.0,0.9953,51,56
N5_M20,5,20,1,1,1,1,196,83.53,112.5,450.0,102.0,0.9943,61,120
N5_M20,5,20,1,1,2,1,83,37.8,58.25,233.0,49.0,0.9981,21,42
N5_M20,5,20,1,1,3,1,68,30.8,48.5,194.0,43.0,0.9863,24,38
N5_M20,5,20,1,1,4,1,25,11.67,21.5,86.0,19.0,0.9968,0,1
N5_M20,5,20,1,2,0,1,300,105.47,107.25,429.0,141.0,0.8962,132,282
N5_M20,5,20,1,2,1,1,128,54.13,70.0,280.0,70.0,0.9609,64,67
N5_M20,5,20,1,2,2,1,184,79.33,86.75,347.0,81.0,0.956,151,84
N5_M20,5,20,1,2,3,1,120,45.27,52.75,211.0,60.0,0.8903,99,85
N5_M20,5,20,1,2,4,1,176,75.6,91.25,365.0,93.0,0.9763,181,46
N5_M20,5,20,1,3,0,1,189,84.0,122.75,491.0,122.0,0.97,132,57
N5_M20,5,20,1,3,1,1,27,12.6,23.5,94.0,22.0,0.9906,5,7
N5_M20,5,20,1,3,2,1,48,20.53,39.25,157.0,37.0,0.9854,11,9
N5_M20,5,20,1,3,3,1,48,21.93,30.0,120.0,29.0,0.985,19,29
N5_M20,5,20,1,3,4,1,53,23.33,34.75,139.0,31.0,0.9936,19,18
N5_M20,5,20,1,4,0,1,255,117.6,167.5,670.0,151.0,0.9849,143,83
N5_M20,5,20,1,4,1,1,147,66.27,103.5,414.0,97.0,0.9474,89,36
N5_M20,5,20,1,4,2,1,241,110.13,161.75,647.0,149.0,0.9571,142,54
N5_M20,5,20,1,4,3,1,83,37.8,52.0,208.0,48.0,0.9822,50,44
N5_M20,5,20,1,4,4,1,36,16.8,30.0,120.0,27.0,0.9924,5,11
N5_M20,5,20,1,5,0,1,172,76.07,101.75,407.0,93.0,0.9854,123,39
N5_M20,5,20,1,5,1,1,48,22.4,33.0,132.0,30.0,0.9783,19,18
N5_M20,5,20,1,5,2,1,177,76.07,106.5,426.0,100.0,0.9846,60,71
N5_M20,5,20,1,5,3,1,148,65.33,78.25,313.0,75.0,0.9764,87,40
N5_M20,5,20,1,5,4,1,174,75.13,93.0,372.0,99.0,0.9627,125,62
N5_M20,5,20,1,6,0,1,25,11.67,22.75,91.0,22.0,0.9783,7,4
N5_M20,5,20,1,6,1,1,44,20.53,37.25,149.0,35.0,0.963,15,5
N5_M20,5,20,1,6,2,1,61,28.47,52.0,208.0,47.0,0.9941,14,18
N5_M20,5,20,1,6,3,0,300,128.8,171.25,685.0,148.0,0.9942,123,219
N5_M20,5,20,1,6,4,1,34,15.87,32.25,129.0,28.0,0.9962,0,6
N5_M20,5,20,1,7,0,1,63,28.0,41.75,167.0,40.0,0.9706,27,32
N5_M20,5,20,1,7,1,1,83,38.27,58.5,234.0,56.0,0.9714,38,26
N5_M20,5,20,1,7,2,1,66,29.87,47.75,191.0,43.0,0.9675,41,20
N5_M20,5,20,1,7,3,1,40,18.2,29.25,117.0,28.0,0.9823,10,14
N5_M20,5,20,1,7,4,1,110,49.0,67.0,268.0,67.0,0.9381,72,42
N5_M20,5,20,1,8,0,1,71,32.67,46.0,184.0,41.0,0.9961,36,22
N5_M20,5,20,1,8,1,1,25,11.2,17.75,71.0,18.0,0.9344,16,4
N5_M20,5,20,1,8,2,0,300,106.87,121.5,486.0,149.0,0.9231,157,179
N5_M20,5,20,1,8,3,1,59,27.07,40.0,160.0,36.0,0.9865,30,35
N5_M20,5,20,1,8,4,1,39,17.73,29.5,118.0,29.0,0.9819,12,5
N5_M20,5,20,1,9,0,0,300,133.47,194.75,779.0,189.0,0.9477,150,85
N5_M20,5,20,1,9,1,1,202,89.13,131.0,524.0,123.0,0.9312,110,63
N5_M20,5,20,1,9,2,1,67,30.8,49.5,198.0,45.0,0.9738,23,16
N5_M20,5,20,1,9,3,0,300,135.8,195.5,782.0,181.0,0.9273,172,78
N5_M20,5,20,1,9,4,1,297,136.73,203.25,813.0,198.0,0.9216,167,70
N5_M20,5,20,2,0,0,1,93,43.4,72.25,289.0,62.0,0.9958,40,12
N5_M20,5,20,2,0,1,1,43,19.6,35.25,141.0,32.0,0.9869,6,11
N5_M20,5,20,2,0,2,1,88,40.6,61.5,246.0,57.0,0.9917,30,33
N5_M20,5,20,2,0,3,1,57,26.6,49.25,197.0,47.0,0.9806,17,6
N5_M20,5,20,2,0,4,1,54,25.2,35.0,140.0,35.0,0.9492,35,21
N5_M20,5,20,2,1,0,1,104,42.93,59.5,238.0,52.0,0.9932,5,89
N5_M20,5,20,2,1,1,1,47,21.47,35.0,140.0,37.0,0.9713,8,19
N5_M20,5,20,2,1,2,1,95,42.47,66.0,264.0,60.0,0.9907,9,52
N5_M20,5,20,2,1,3,1,50,23.33,37.5,150.0,35.0,0.9838,5,9
N5_M20,5,20,2,1,4,1,44,20.53,39.0,156.0,35.0,0.9841,6,2
N5_M20,5,20,2,2,0,1,149,60.67,67.5,270.0,68.0,0.9571,64,95
N5_M20,5,20,2,2,1,1,278,113.87,143.75,575.0,143.0,0.9755,234,119
N5_M20,5,20,2,2,2,0,300,113.87,120.0,480.0,114.0,0.9745,323,124
N5_M20,5,20,2,2,3,0,300,130.2,162.0,648.0,159.0,0.9303,273,116
N5_M20,5,20,2,2,4,1,187,79.8,97.25,389.0,94.0,0.9736,200,90
N5_M20,5,20,2,3,0,1,129,58.8,82.25,329.0,78.0,0.9526,104,50
N5_M20,5,20,2,3,1,1,33,14.93,30.25,121.0,27.0,0.995,7,9
N5_M20,5,20,2,3,2,1,31,14.47,27.25,109.0,26.0,0.964,4,2
N5_M20,5,20,2,3,3,1,38,17.73,30.25,121.0,26.0,0.9943,29,1
N5_M20,5,20,2,3,4,1,80,34.53,47.0,188.0,44.0,0.9829,64,26
N5_M20,5,20,2,4,0,1,109,47.6,70.5,282.0,67.0,0.9595,47,44
N5_M20,5,20,2,4,1,1,90,39.67,59.5,238.0,60.0,0.957,66,19
N5_M20,5,20,2,4,2,1,23,10.73,20.0,80.0,20.0,0.9801,7,3
N5_M20,5,20,2,4,3,1,71,32.2,51.25,205.0,47.0,0.9666,26,6
N5_M20,5,20,2,4,4,1,90,39.67,64.75,259.0,58.0,0.9788,60,31
N5_M20,5,20,2,5,0,1,44,20.07,30.5,122.0,32.0,0.9621,12,24
N5_M20,5,20,2,5,1,1,141,56.0,76.5,306.0,76.0,0.9603,86,99
N5_M20,5,20,2,5,2,1,55,24.27,44.75,179.0,41.0,0.9921,12,22
N5_M20,5,20,2,5,3,1,49,22.4,35.75,143.0,33.0,0.9919,2,28
N5_M20,5,20,2,5,4,1,22,10.27,20.5,82.0,18.0,0.9961,1,3
N5_M20,5,20,2,6,0,1,27,12.6,25.25,101.0,23.0,0.9813,8,6
N5_M20,5,20,2,6,1,1,33,15.4,28.5,114.0,28.0,0.9549,15,1
N5_M20,5,20,2,6,2,1,42,19.6,38.25,153.0,37.0,0.9838,12,7
N5_M20,5,20,2,6,3,1,117,52.27,89.25,357.0,84.0,0.9878,45,56
N5_M20,5,20,2,6,4,1,43,20.07,42.0,168.0,36.0,0.9966,7,4
N5_M20,5,20,2,7,0,1,46,21.47,34.75,139.0,32.0,0.9921,18,19
N5_M20,5,20,2,7,1,1,28,13.07,23.0,92.0,22.0,0.974,11,10
N5_M20,5,20,2,7,2,1,62,28.0,43.75,175.0,38.0,0.9925,25,34
N5_M20,5,20,2,7,3,1,43,20.07,28.75,115.0,26.0,0.9925,18,29
N5_M20,5,20,2,7,4,1,79,35.0,53.75,215.0,62.0,0.9396,39,38
N5_M20,5,20,2,8,0,1,46,21.47,36.75,147.0,36.0,0.9496,32,4
N5_M20,5,20,2,8,1,1,25,11.2,18.0,72.0,19.0,0.969,12,4
N5_M20,5,20,2,8,2,1,48,21.47,32.25,129.0,34.0,0.9485,26,16
N5_M20,5,20,2,8,3,1,24,11.2,18.75,75.0,19.0,0.9367,15,1
N5_M20,5,20,2,8,4,1,200,87.27,128.0,512.0,118.0,0.9926,89,120
N5_M20,5,20,2,9,0,1,79,35.93,56.25,225.0,50.0,0.9784,35,34
N5_M20,5,20,2,9,1,1,220,98.0,141.5,566.0,154.0,0.9349,145,99
N5_M20,5,20,2,9,2,1,68,31.73,59.25,237.0,53.0,0.9824,19,6
N5_M20,5,20,2,9,3,0,300,137.67,202.5,810.0,204.0,0.9473,170,94
N5_M20,5,20,2,9,4,1,146,67.67,103.0,412.0,103.0,0.9727,68,59
N5_M25,5,25,0,0,0,1,30,14.0,23.0,92.0,21.0,0.983,2,16
N5_M25,5,25,0,0,1,1,40,18.67,34.25,137.0,31.0,0.9891,0,11
N5_M25,5,25,0,0,2,1,11,5.13,10.25,41.0,9.0,0.9802,2,0
N5_M25,5,25,0,0,3,1,23,10.73,23.0,92.0,21.0,0.9923,0,2
N5_M25,5,25,0,0,4,1,35,16.33,31.0,124.0,26.0,0.9965,6,3
N5_M25,5,25,0,1,0,1,31,14.47,27.25,109.0,29.0,0.9524,3,6
N5_M25,5,25,0,1,1,1,41,19.13,33.5,134.0,32.0,0.9753,2,7
N5_M25,5,25,0,1,2,1,47,21.93,43.25,173.0,37.0,0.9985,1,8
N5_M25,5,25,0,1,3,1,41,19.13,34.5,138.0,33.0,0.9857,2,7
N5_M25,5,25,0,1,4,1,25,11.67,20.25,81.0,19.0,0.9727,1,4
N5_M25,5,25,0,2,0,1,32,14.93,29.0,116.0,26.0,0.996,0,8
N5_M25,5,25,0,2,1,1,35,16.33,29.5,118.0,26.0,0.9868,0,11
N5_M25,5,25,0,2,2,1,23,10.73,23.25,93.0,22.0,0.9913,0,2
N5_M25,5,25,0,2,3,1,28,13.07,26.75,107.0,22.0,0.9995,0,12
N5_M25,5,25,0,2,4,1,37,17.27,34.75,139.0,30.0,0.9946,0,7
N5_M25,5,25,0,3,0,1,108,49.93,81.25,325.0,83.0,0.9771,51,36
N5_M25,5,25,0,3,1,1,197,90.07,136.25,545.0,123.0,0.9889,149,81
N5_M25,5,25,0,3,2,1,53,24.73,44.5,178.0,44.0,0.9651,10,4
N5_M25,5,25,0,3,3,1,88,40.6,71.75,287.0,65.0,0.9788,34,19
N5_M25,5,25,0,3,4,1,108,50.4,78.0,312.0,77.0,0.9621,76,14
N5_M25,5,25,0,4,0,0,300,134.87,191.75,767.0,193.0,0.8403,246,118
N5_M25,5,25,0,4,1,1,113,50.4,77.5,310.0,80.0,0.921,74,24
N5_M25,5,25,0,4,2,1,112,50.87,73.5,294.0,73.0,0.919,63,51
N5_M25,5,25,0,4,3,0,300,135.8,189.5,758.0,196.0,0.8364,271,69
N5_M25,5,25,0,4,4,1,130,58.33,89.0,356.0,88.0,0.9239,71,50
N5_M25,5,25,0,5,0,1,91,41.07,64.75,259.0,62.0,0.9848,54,16
N5_M25,5,25,0,5,1,0,300,127.87,156.0,624.0,146.0,0.9735,358,125
N5_M25,5,25,0,5,2,1,247,112.0,161.25,645.0,136.0,0.9959,79,127
N5_M25,5,25,0,5,3,0,300,129.27,149.5,598.0,163.0,0.9316,341,111
N5_M25,5,25,0,5,4,1,54,24.73,43.25,173.0,41.0,0.9856,12,12
N5_M25,5,25,0,6,0,1,28,13.07,28.25,113.0,26.0,0.9895,2,4
N5_M25,5,25,0,6,1,1,34,15.87,29.75,119.0,28.0,0.9858,5,2
N5_M25,5,25,0,6,2,1,56,26.13,45.5,182.0,43.0,0.9882,25,9
N5_M25,5,25,0,6,3,1,124,57.87,92.0,368.0,85.0,0.9871,65,54
N5_M25,5,25,0,6,4,1,33,15.4,31.0,124.0,28.0,0.9926,2,5
N5_M25,5,25,0,7,0,0,300,135.8,165.5,662.0,200.0,0.8809,452,15
N5_M25,5,25,0,7,1,0,300,133.93,176.25,705.0,165.0,0.9554,277,84
N5_M25,5,25,0,7,2,1,32,14.93,27.0,108.0,26.0,0.9893,10,3
N5_M25,5,25,0,7,3,1,151,68.6,106.25,425.0,106.0,0.902,134,21
N5_M25,5,25,0,7,4,1,114,49.47,85.0,340.0,74.0,0.9955,12,45
N5_M25,5,25,0,8,0,1,145,66.73,101.5,406.0,99.0,0.9115,126,20
N5_M25,5,25,0,8,1,1,25,11.67,19.5,78.0,18.0,0.9797,0,7
N5_M25,5,25,0,8,2,1,51,23.33,34.25,137.0,35.0,0.9737,16,14
N5_M25,5,25,0,8,3,1,55,25.67,45.0,180.0,42.0,0.9893,3,13
N5_M25,5,25,0,8,4,1,20,9.33,18.0,72.0,18.0,0.9529,6,1
N5_M25,5,25,0,9,0,1,37,16.8,33.25,133.0,30.0,0.9835,6,6
N5_M25,5,25,0,9,1,1,231,99.87,150.75,603.0,148.0,0.9819,165,105
N5_M25,5,25,0,9,2,1,195,90.53,133.5,534.0,125.0,0.9647,151,47
N5_M25,5,25,0,9,3,1,86,40.13,66.5,266.0,59.0,0.9911,24,43
N5_M25,5,25,0,9,4,1,65,28.93,50.0,200.0,47.0,0.985,30,23
N5_M25,5,25,1,0,0,1,21,9.33,15.0,60.0,15.0,0.9756,0,7
N5_M25,5,25,1,0,1,1,40,18.2,28.75,115.0,27.0,0.9903,0,26
N5_M25,5,25,1,0,2,1,45,21.0,39.25,157.0,35.0,0.9909,0,7
N5_M25,5,25,1,0,3,1,20,8.87,17.75,71.0,15.0,0.9972,0,5
N5_M25,5,25,1,0,4,1,81,37.8,66.0,264.0,61.0,0.9903,0,26
N5_M25,5,25,1,1,0,1,169,77.93,124.5,498.0,114.0,0.9905,5,65
N5_M25,5,25,1,1,1,1,26,12.13,23.5,94.0,21.0,0.9851,3,3
N5_M25,5,25,1,1,2,1,165,75.6,111.25,445.0,110.0,0.9725,115,66
N5_M25,5,25,1,1,3,1,28,13.07,24.75,99.0,25.0,0.9576,1,5
N5_M25,5,25,1,1,4,1,27,12.6,22.75,91.0,21.0,0.9771,1,6
N5_M25,5,25,1,2,0,1,23,10.73,21.5,86.0,20.0,0.9861,0,2
N5_M25,5,25,1,2,1,1,15,7.0,12.25,49.0,13.0,0.9471,0,4
N5_M25,5,25,1,2,2,1,22,10.27,21.0,84.0,21.0,0.9827,0,3
N5_M25,5,25,1,2,3,1,34,15.87,33.0,132.0,30.0,0.994,0,7
N5_M25,5,25,1,2,4,1,40,18.67,35.25,141.0,36.0,0.9724,0,7
N5_M25,5,25,1,3,0,1,150,65.33,94.5,378.0,90.0,0.969,145,54
N5_M25,5,25,1,3,1,1,146,66.73,100.25,401.0,95.0,0.9667,100,51
N5_M25,5,25,1,3,2,1,139,63.47,97.25,389.0,104.0,0.9511,91,30
N5_M25,5,25,1,3,3,1,195,87.27,126.5,506.0,117.0,0.9761,192,45
N5_M25,5,25,1,3,4,0,300,126.93,160.25,641.0,143.0,0.9786,397,68
N5_M25,5,25,1,4,0,1,83,38.27,62.25,249.0,65.0,0.9398,46,23
N5_M25,5,25,1,4,1,1,107,48.07,75.5,302.0,74.0,0.9049,65,29
N5_M25,5,25,1,4,2,1,101,44.33,65.5,262.0,66.0,0.8631,71,45
N5_M25,5,25,1,4,3,1,246,111.53,158.5,634.0,165.0,0.8696,180,71
N5_M25,5,25,1,4,4,1,186,86.33,128.75,515.0,132.0,0.8875,124,38
N5_M25,5,25,1,5,0,1,60,28.0,45.25,181.0,42.0,0.9729,18,15
N5_M25,5,25,1,5,1,0,300,114.33,126.5,506.0,118.0,0.9783,431,147
N5_M25,5,25,1,5,2,1,39,17.73,33.0,132.0,33.0,0.9579,13,5
N5_M25,5,25,1,5,3,1,134,57.87,78.0,312.0,74.0,0.9838,93,71
N5_M25,5,25,1,5,4,1,48,22.4,39.75,159.0,42.0,0.9513,16,4
N5_M25,5,25,1,6,0,1,40,18.67,35.0,140.0,31.0,0.9894,9,5
N5_M25,5,25,1,6,1,1,83,37.33,62.5,250.0,56.0,0.9954,33,14
N5_M25,5,25,1,6,2,1,180,80.27,120.5,482.0,102.0,0.9936,78,67
N5_M25,5,25,1,6,3,1,52,23.8,43.5,174.0,38.0,0.994,15,14
N5_M25,5,25,1,6,4,1,50,22.87,43.75,175.0,40.0,0.9897,4,7
N5_M25,5,25,1,7,0,1,47,21.47,37.0,148.0,34.0,0.9925,24,13
N5_M25,5,25,1,7,1,0,300,135.33,170.25,681.0,199.0,0.8887,418,49
N5_M25,5,25,1,7,2,1,73,33.13,51.0,204.0,48.0,0.9565,56,18
N5_M25,5,25,1,7,3,1,293,134.87,186.5,746.0,219.0,0.8638,298,54
N5_M25,5,25,1,7,4,1,116,52.73,81.0,324.0,73.0,0.9888,36,46
N5_M25,5,25,1,8,0,1,230,99.4,126.5,506.0,128.0,0.9161,306,76
N5_M25,5,25,1,8,1,1,21,9.8,17.5,70.0,17.0,0.9742,7,0
N5_M25,5,25,1,8,2,1,35,16.33,25.75,103.0,25.0,0.98,11,5
N5_M25,5,25,1,8,3,1,62,28.47,50.75,203.0,45.0,0.9893,15,15
N5_M25,5,25,1,8,4,1,54,24.73,48.5,194.0,44.0,0.9891,7,8
N5_M25,5,25,1,9,0,1,223,100.8,160.25,641.0,151.0,0.9818,130,46
N5_M25,5,25,1,9,1,0,300,130.2,166.5,666.0,157.0,0.9829,394,90
N5_M25,5,25,1,9,2,1,88,39.67,62.75,251.0,60.0,0.9607,66,34
N5_M25,5,25,1,9,3,1,39,18.2,35.75,143.0,34.0,0.9862,7,8
N5_M25,5,25,1,9,4,1,94,42.93,73.5,294.0,70.0,0.9884,59,13
N5_M25,5,25,2,0,0,1,19,8.4,14.5,58.0,13.0,0.9865,0,8
N5_M25,5,25,2,0,1,1,53,24.73,44.0,176.0,44.0,0.9762,0,16
N5_M25,5,25,2,0,2,1,29,13.53,25.75,103.0,23.0,0.9846,2,2
N5_M25,5,25,2,0,3,1,80,36.87,64.0,256.0,57.0,0.9943,10,37
N5_M25,5,25,2,0,4,1,15,7.0,14.0,56.0,14.0,0.9769,0,0
N5_M25,5,25,2,1,0,1,55,25.67,43.5,174.0,38.0,0.993,12,15
N5_M25,5,25,2,1,1,1,54,24.27,42.5,170.0,44.0,0.977,3,4
N5_M25,5,25,2,1,2,1,176,78.87,115.75,463.0,103.0,0.9939,56,81
N5_M25,5,25,2,1,3,1,38,17.73,31.25,125.0,29.0,0.983,3,4
N5_M25,5,25,2,1,4,1,67,30.33,52.25,209.0,49.0,0.9857,21,15
N5_M25,5,25,2,2,0,1,30,14.0,28.75,115.0,25.0,0.994,0,6
N5_M25,5,25,2,2,1,1,17,7.93,15.75,63.0,16.0,0.9645,0,1
N5_M25,5,25,2,2,2,1,17,7.93,18.25,73.0,17.0,0.9769,0,1
N5_M25,5,25,2,2,3,1,21,9.8,22.0,88.0,21.0,0.984,0,4
N5_M25,5,25,2,2,4,1,57,26.6,52.5,210.0,49.0,0.9888,0,12
N5_M25,5,25,2,3,0,1,263,119.93,178.0,712.0,189.0,0.899,200,73
N5_M25,5,25,2,3,1,1,103,48.07,79.75,319.0,84.0,0.8961,79,10
N5_M25,5,25,2,3,2,1,51,23.8,46.0,184.0,43.0,0.9613,12,3
N5_M25,5,25,2,3,3,1,297,133.93,201.0,804.0,210.0,0.8936,271,55
N5_M25,5,25,2,3,4,1,275,125.53,206.0,824.0,187.0,0.969,141,45
N5_M25,5,25,2,4,0,0,300,137.67,198.5,794.0,203.0,0.8455,232,71
N5_M25,5,25,2,4,1,1,100,44.33,68.75,275.0,68.0,0.9054,60,25
N5_M25,5,25,2,4,2,1,67,30.8,50.25,201.0,45.0,0.9899,13,23
N5_M25,5,25,2,4,3,1,182,81.67,108.75,435.0,112.0,0.8834,147,53
N5_M25,5,25,2,4,4,1,234,108.27,156.25,625.0,173.0,0.8776,154,39
N5_M25,5,25,2,5,0,1,38,17.27,29.75,119.0,28.0,0.9858,6,4
N5_M25,5,25,2,5,1,1,234,100.33,123.25,493.0,115.0,0.9775,215,88
N5_M25,5,25,2,5,2,1,64,29.4,49.75,199.0,51.0,0.9655,16,15
N5_M25,5,25,2,5,3,1,68,29.87,43.25,173.0,41.0,0.9378,35,6
N5_M25,5,25,2,5,4,1,94,43.4,62.75,251.0,65.0,0.9625,34,25
N5_M25,5,25,2,6,0,1,40,18.67,33.25,133.0,28.0,0.9952,12,5
N5_M25,5,25,2,6,1,1,95,44.33,73.0,292.0,63.0,0.9924,31,14
N5_M25,5,25,2,6,2,1,72,32.2,47.75,191.0,43.0,0.9845,40,30
N5_M25,5,25,2,6,3,1,109,50.4,79.5,318.0,75.0,0.9878,44,37
N5_M25,5,25,2,6,4,1,49,22.87,42.0,168.0,37.0,0.9931,12,7
N5_M25,5,25,2,7,0,1,227,103.6,142.5,570.0,138.0,0.934,188,77
N5_M25,5,25,2,7,1,0,300,133.0,177.5,710.0,182.0,0.949,292,59
N5_M25,5,25,2,7,2,1,135,60.2,86.0,344.0,75.0,0.9872,49,81
N5_M25,5,25,2,7,3,1,158,72.8,111.25,445.0,109.0,0.9571,92,53
N5_M25,5,25,2,7,4,1,275,119.47,180.5,722.0,180.0,0.8817,230,94
N5_M25,5,25,2,8,0,1,245,108.27,150.25,601.0,151.0,0.936,174,71
N5_M25,5,25,2,8,1,1,22,10.27,16.75,67.0,14.0,0.9964,4,5
N5_M25,5,25,2,8,2,1,164,74.2,111.0,444.0,105.0,0.9827,83,24
N5_M25,5,25,2,8,3,1,57,26.6,44.0,176.0,37.0,0.9983,8,14
N5_M25,5,25,2,8,4,1,148,64.4,90.5,362.0,88.0,0.9327,93,59
N5_M25,5,25,2,9,0,1,44,20.07,37.0,148.0,35.0,0.9862,12,8
N5_M25,5,25,2,9,1,0,300,136.27,198.75,795.0,192.0,0.9418,228,82
N5_M25,5,25,2,9,2,1,52,24.27,44.0,176.0,40.0,0.9944,19,17
N5_M25,5,25,2,9,3,1,54,25.2,44.25,177.0,43.0,0.9659,19,18
N5_M25,5,25,2,9,4,1,121,56.0,88.5,354.0,91.0,0.9284,80,21
